respondent_id,company_has_ai_policy,ai_bias_concern_level,data_privacy_concern_level,supports_ai_regulation,has_experienced_ai_misuse,trust_in_ai_decisions
R10344,Yes - formal,3,3,Strongly agree,No,Low
R10345,Yes - informal,3,2,Agree,No,Low
R10346,No,4,3,Strongly agree,No,Low
R10347,No,4,5,Strongly agree,No,Moderate
R10348,Don't know,3,3,Strongly disagree,No,Moderate
R10349,Yes - formal,3,4,Neutral,No,Moderate
R10350,No,4,3,Agree,Yes,Moderate
R10351,Yes - formal,4,3,Agree,No,Very low
R10352,No,4,4,Agree,Unsure,High
R10353,Yes - informal,2,4,Neutral,No,High
R10354,Yes - informal,3,5,Disagree,No,High
R10355,Yes - informal,2,4,Neutral,No,Moderate
R10356,No,3,5,Neutral,No,High
R10357,No,3,5,Neutral,Unsure,Low
R10358,Yes - formal,2,5,Agree,No,Very low
R10359,Don't know,3,3,Agree,No,Moderate
R10360,No,4,5,Agree,No,Low
R10361,Don't know,4,4,Agree,No,Low
R10362,Yes - informal,2,4,Neutral,No,High
R10363,No,4,3,Agree,No,Moderate
R10364,Don't know,4,4,Disagree,Yes,Moderate
R10365,No,3,3,Agree,Unsure,Low
R10366,No,3,5,Agree,No,Moderate
R10367,Yes - formal,2,5,Strongly agree,Unsure,Moderate
R10368,Don't know,4,4,Strongly agree,Unsure,High
R10369,No,1,5,Agree,Unsure,Moderate
R10370,Yes - informal,3,2,Agree,Unsure,Moderate
R10371,Yes - formal,3,3,Neutral,No,Moderate
R10372,Don't know,3,4,Strongly agree,No,Moderate
R10373,No,5,1,Agree,No,Moderate
R10374,No,3,2,Agree,Unsure,Moderate
R10375,Don't know,4,4,Neutral,No,Moderate
R10376,Yes - informal,3,3,Agree,No,High
R10377,Don't know,3,5,Strongly agree,No,Moderate
R10378,Yes - informal,4,5,Neutral,No,Moderate
R10379,Don't know,3,1,Disagree,Unsure,Moderate
R10380,No,5,5,Agree,No,Moderate
R10381,No,2,4,Agree,No,Moderate
R10382,No,3,3,Agree,No,Low
R10383,No,3,5,Strongly agree,Unsure,Moderate
R10384,Don't know,4,5,Agree,No,High
R10385,Yes - formal,5,5,Neutral,No,Low
R10386,Yes - formal,5,5,Strongly agree,Unsure,High
R10387,Yes - formal,4,3,Disagree,No,High
R10388,Yes - formal,4,4,Agree,Unsure,High
R10389,Yes - formal,5,5,Strongly agree,Yes,Moderate
R10390,Yes - formal,1,5,Neutral,No,Very low
R10391,Yes - informal,5,5,Strongly disagree,Unsure,Low
R10392,No,3,4,Strongly agree,No,Low
R10393,Yes - informal,3,1,Agree,Unsure,Moderate
R10394,Yes - informal,5,4,Agree,No,High
R10395,Yes - formal,4,3,Neutral,No,Low
R10396,Yes - informal,5,5,Agree,Unsure,Moderate
R10397,Yes - formal,5,4,Agree,Unsure,High
R10398,Don't know,4,5,Agree,Unsure,Very low
R10399,Yes - formal,3,3,Neutral,No,Moderate
R10400,Yes - informal,5,4,Agree,No,Low
R10401,Yes - informal,2,5,Neutral,Unsure,Low
R10402,Don't know,4,2,Agree,Yes,Low
R10403,Don't know,1,4,Neutral,No,High
R10404,Yes - formal,5,5,Neutral,Unsure,Moderate
R10405,Don't know,3,5,Neutral,Yes,Moderate
R10406,No,4,5,Agree,No,Low
R10407,Yes - formal,5,4,Strongly agree,Unsure,Moderate
R10408,No,1,3,Agree,No,Moderate
R10409,No,5,4,Strongly disagree,Unsure,Very low
R10410,No,4,5,Strongly agree,Unsure,Moderate
R10411,No,2,5,Strongly agree,Unsure,High
R10412,Yes - formal,4,5,Agree,Unsure,Low
R10413,No,3,4,Strongly disagree,Yes,Low
R10414,Yes - formal,4,5,Strongly disagree,Unsure,Moderate
R10415,Yes - informal,3,5,Strongly disagree,No,Moderate
R10416,Don't know,3,5,Strongly disagree,Unsure,High
R10417,Yes - formal,4,4,Neutral,No,Moderate
R10418,Yes - informal,4,5,Strongly agree,No,Moderate
R10419,No,4,3,Agree,No,Moderate
R10420,No,5,4,Neutral,No,Moderate
R10421,Yes - informal,2,4,Agree,No,Moderate
R10422,No,2,5,Agree,No,Moderate
R10423,Don't know,2,2,Agree,No,Moderate
R10424,Yes - informal,5,2,Neutral,Unsure,Low
R10425,No,5,4,Agree,No,Low
R10426,No,3,5,Agree,Unsure,Moderate
R10427,Yes - formal,4,3,Neutral,No,High
R10428,Yes - formal,2,3,Agree,No,Moderate
R10429,No,5,3,Agree,No,Moderate
R10430,Yes - informal,3,4,Agree,No,Very low
R10431,No,4,3,Strongly agree,No,Moderate
R10432,Don't know,3,3,Disagree,Yes,High
R10433,Don't know,4,5,Neutral,Unsure,Moderate
R10434,Yes - formal,3,5,Neutral,No,High
R10435,No,3,5,Strongly disagree,Unsure,Moderate
R10436,Yes - informal,4,4,Strongly agree,No,Very low
R10437,Yes - informal,3,3,Agree,No,Low
R10438,No,5,4,Agree,No,Low
R10439,No,4,4,Neutral,Unsure,Moderate
R10440,Yes - informal,4,4,Neutral,Yes,Moderate
R10441,Don't know,4,3,Strongly agree,Unsure,Moderate
R10442,Yes - formal,4,5,Agree,No,Moderate
R10443,Yes - formal,5,3,Disagree,No,High
R10444,Don't know,4,4,Neutral,No,Moderate
R10445,Yes - informal,1,5,Disagree,Yes,Moderate
R10446,Don't know,4,4,Strongly agree,No,High
R10447,Yes - formal,4,3,Neutral,No,Moderate
R10448,Yes - informal,5,3,Agree,No,Moderate
R10449,No,4,4,Strongly disagree,Unsure,Low
R10450,No,3,4,Agree,Unsure,Moderate
R10451,No,2,2,Strongly disagree,No,Moderate
R10452,Yes - formal,4,3,Strongly disagree,Unsure,Very low
R10453,Yes - formal,3,2,Strongly disagree,No,Moderate
R10454,No,2,4,Agree,Unsure,High
R10455,Yes - informal,2,3,Disagree,No,Low
R10456,Don't know,3,4,Strongly agree,No,Low
R10457,No,1,3,Agree,Yes,Low
R10458,No,2,5,Strongly agree,No,Low
R10459,No,3,5,Disagree,No,High
R10460,Yes - formal,4,5,Disagree,Unsure,Low
R10461,No,3,5,Neutral,No,Very low
R10462,No,4,4,Agree,No,Very low
R10463,No,3,5,Strongly agree,Yes,Very low
R10464,Yes - informal,4,3,Strongly agree,No,High
R10465,No,3,3,Agree,No,Very low
R10466,Don't know,3,2,Strongly disagree,No,Moderate
R10467,Yes - formal,3,4,Agree,No,Low
R10468,Yes - formal,4,3,Disagree,No,Very low
R10469,Yes - informal,4,3,Neutral,No,Moderate
R10470,Yes - informal,2,3,Agree,No,Moderate
R10471,No,1,3,Agree,Unsure,Moderate
R10472,No,4,5,Neutral,No,Very low
R10473,Don't know,2,5,Agree,Yes,High
R10474,Yes - informal,4,4,Strongly agree,Unsure,Very low
R10475,No,2,5,Agree,Unsure,Low
R10476,Yes - informal,2,4,Agree,Unsure,Low
R10477,No,4,4,Strongly agree,Unsure,Moderate
R10478,Yes - formal,4,3,Disagree,Unsure,Low
R10479,Yes - formal,3,2,Disagree,No,Low
R10480,Yes - informal,4,5,Agree,No,Moderate
R10481,Yes - formal,3,4,Disagree,No,Very low
R10482,No,3,3,Strongly agree,No,Moderate
R10483,Yes - formal,2,5,Strongly agree,No,Low
R10484,Yes - formal,3,4,Strongly agree,Yes,High
R10485,Yes - formal,3,1,Neutral,No,Moderate
R10486,Yes - formal,5,4,Agree,Unsure,Very low
R10487,Yes - formal,3,1,Strongly agree,No,Moderate
R10488,Don't know,1,5,Neutral,No,Moderate
R10489,Yes - informal,4,3,Agree,No,High
R10490,Yes - informal,5,5,Agree,Unsure,Low
R10491,No,4,3,Agree,Unsure,Low
R10492,No,2,4,Disagree,No,High
R10493,Yes - informal,4,5,Strongly agree,Yes,High
R10494,Don't know,5,3,Disagree,No,Moderate
R10495,Yes - formal,4,5,Strongly disagree,Unsure,Very low
R10496,No,4,3,Agree,No,Moderate
R10497,Yes - informal,3,4,Strongly agree,Yes,Moderate
R10498,No,4,4,Neutral,Unsure,Moderate
R10499,Yes - informal,4,3,Disagree,Unsure,Moderate
R10500,No,4,4,Neutral,No,Low
R10501,No,3,4,Strongly disagree,No,High
R10502,Don't know,4,4,Agree,Unsure,High
R10503,Yes - formal,3,4,Strongly disagree,Yes,Low
R10504,No,5,4,Disagree,Yes,High
R10505,No,5,2,Agree,Unsure,Low
R10506,Yes - formal,4,4,Agree,No,Moderate
R10507,Don't know,4,5,Neutral,Yes,Very low
R10508,Don't know,5,5,Strongly disagree,Unsure,Moderate
R10509,No,3,4,Neutral,Unsure,Very low
R10510,Yes - informal,4,4,Agree,No,High
R10511,No,4,1,Agree,No,Moderate
R10512,Yes - formal,2,4,Neutral,Unsure,Very low
R10513,No,5,5,Agree,No,Low
R10514,Don't know,2,4,Agree,Unsure,High
R10515,Yes - informal,4,4,Strongly agree,Unsure,Moderate
R10516,No,4,5,Agree,Unsure,Moderate
R10517,Yes - formal,4,3,Agree,Yes,Moderate
R10518,Yes - formal,3,5,Strongly disagree,Unsure,Moderate
R10519,Yes - informal,4,3,Neutral,Yes,High
R10520,Yes - formal,4,5,Strongly agree,No,Very low
R10521,Don't know,4,4,Strongly disagree,No,Moderate
R10522,Don't know,3,3,Agree,No,Moderate
R10523,Yes - formal,1,4,Agree,No,Very low
R10524,Don't know,3,3,Agree,No,Moderate
R10525,Yes - informal,3,3,Strongly agree,Yes,Moderate
R10526,Yes - formal,5,4,Disagree,No,Low
R10527,Yes - formal,5,4,Strongly agree,Unsure,Moderate
R10528,Yes - informal,5,4,Agree,Unsure,Moderate
R10529,Yes - formal,3,5,Agree,No,High
R10530,No,4,5,Agree,No,Low
R10531,Don't know,4,4,Neutral,No,High
R10532,Yes - informal,4,5,Agree,No,Moderate
R10533,Don't know,3,4,Agree,No,Low
R10534,No,4,5,Strongly agree,No,Low
R10535,Yes - formal,4,3,Neutral,No,Low
R10536,Yes - informal,4,5,Neutral,No,Low
R10537,No,4,5,Strongly disagree,No,Low
R10538,No,5,3,Agree,Unsure,Low
R10539,Yes - formal,4,4,Disagree,Unsure,Low
R10540,Yes - informal,3,3,Disagree,Yes,Moderate
R10541,Don't know,1,4,Agree,No,Moderate
R10542,No,2,1,Agree,No,High
R10543,Yes - formal,3,5,Strongly agree,No,Very low
R10544,Yes - informal,4,5,Agree,No,Low
R10545,No,4,4,Strongly disagree,No,Moderate
R10546,Yes - informal,2,3,Strongly agree,Unsure,Low
R10547,Don't know,5,5,Strongly agree,No,Very low
R10548,Yes - formal,3,5,Agree,No,Low
R10549,Yes - formal,4,5,Strongly agree,No,Very low
R10550,Don't know,3,2,Strongly agree,No,Low
R10551,No,5,3,Neutral,Yes,Low
R10552,Yes - informal,3,5,Neutral,Unsure,High
R10553,Yes - formal,2,3,Strongly agree,No,Moderate
R10554,No,4,4,Strongly agree,No,High
R10555,Yes - formal,5,4,Neutral,Unsure,Low
R10556,No,5,5,Agree,No,Moderate
R10557,Don't know,3,5,Neutral,Unsure,High
R10558,Yes - formal,5,3,Strongly agree,Yes,Moderate
R10559,No,4,5,Neutral,No,Very low
R10560,No,5,5,Strongly agree,Unsure,High
R10561,Don't know,1,4,Strongly disagree,Unsure,Moderate
R10562,Yes - formal,3,2,Disagree,Yes,High
R10563,No,4,4,Neutral,No,Low
R10564,No,5,5,Agree,Unsure,Low
R10565,Yes - formal,5,4,Agree,No,Very low
R10566,No,4,5,Strongly agree,No,Moderate
R10567,No,4,4,Disagree,Unsure,Very low
R10568,Yes - formal,5,4,Agree,No,Moderate
R10569,No,5,4,Agree,No,Low
R10570,No,3,5,Disagree,No,Moderate
R10571,Yes - informal,4,3,Neutral,Unsure,Moderate
R10572,No,2,5,Agree,No,Moderate
R10573,Yes - formal,4,5,Strongly agree,No,Low
R10574,Don't know,4,3,Agree,No,Low
R10575,Yes - formal,3,1,Strongly agree,No,Very low
R10576,No,3,4,Agree,No,Very low
R10577,Don't know,3,4,Neutral,No,Low
R10578,Yes - formal,4,4,Strongly agree,No,Moderate
R10579,Yes - formal,2,3,Agree,No,Very low
R10580,Yes - informal,4,3,Agree,Yes,Very low
R10581,No,1,5,Agree,No,Low
R10582,Don't know,5,3,Agree,No,Moderate
R10583,No,2,1,Agree,No,Moderate
R10584,Yes - informal,3,5,Agree,Yes,Low
R10585,No,3,5,Agree,No,Moderate
R10586,Yes - formal,5,4,Strongly disagree,No,Moderate
R10587,Yes - informal,4,4,Strongly agree,No,High
R10588,No,4,3,Strongly agree,Unsure,Moderate
R10589,Yes - formal,1,4,Agree,No,Very low
R10590,No,4,4,Agree,Unsure,Moderate
R10591,Yes - informal,5,4,Disagree,No,Moderate
R10592,Yes - formal,5,3,Agree,No,Low
R10593,Yes - informal,5,4,Agree,No,Moderate
R10594,Yes - formal,3,1,Strongly agree,Unsure,Very low
R10595,No,3,4,Agree,Unsure,Very low
R10596,Don't know,4,3,Strongly disagree,Yes,Low
R10597,No,3,3,Strongly agree,No,High
R10598,No,4,4,Agree,Unsure,Low
R10599,No,2,5,Neutral,Yes,High
R10600,Yes - informal,3,5,Neutral,No,High
R10601,Yes - formal,2,2,Neutral,No,Moderate
R10602,Yes - informal,2,4,Agree,Yes,Moderate
R10603,Don't know,4,5,Strongly agree,No,Moderate
R10604,No,5,3,Neutral,No,Low
R10605,No,3,4,Strongly agree,Unsure,Low
R10606,Don't know,5,5,Agree,No,Low
R10607,Don't know,4,3,Neutral,Unsure,Moderate
R10608,Yes - informal,1,4,Neutral,No,Moderate
R10609,Yes - informal,1,4,Disagree,No,Low
R10610,Yes - informal,4,3,Neutral,No,Moderate
R10611,Don't know,5,3,Strongly agree,No,Low
R10612,No,5,4,Agree,No,High
R10613,Yes - informal,5,3,Agree,No,Very low
R10614,Yes - informal,4,4,Agree,Unsure,Low
R10615,Yes - formal,4,4,Strongly agree,No,Very low
R10616,Yes - formal,5,5,Strongly disagree,No,High
R10617,Yes - informal,2,5,Neutral,No,Low
R10618,No,2,5,Agree,Yes,Low
R10619,No,5,4,Agree,Yes,Low
R10620,Yes - informal,4,4,Agree,No,Low
R10621,Yes - informal,4,4,Strongly agree,Yes,Low
R10622,Don't know,1,4,Neutral,No,Moderate
R10623,No,5,5,Agree,No,Very low
R10624,Yes - informal,5,4,Agree,Yes,Moderate
R10625,No,2,5,Strongly agree,No,Moderate
R10626,No,2,3,Agree,No,High
R10627,Yes - informal,4,4,Neutral,Yes,High
R10628,Yes - formal,3,3,Strongly agree,No,Moderate
R10629,Yes - formal,4,4,Agree,No,Moderate
R10630,Don't know,5,5,Neutral,Unsure,Moderate
R10631,Yes - formal,3,4,Neutral,No,Very low
R10632,Don't know,3,3,Agree,No,Low
R10633,Don't know,2,1,Agree,No,High
R10634,Yes - informal,4,4,Agree,Unsure,Moderate
R10635,Don't know,5,3,Agree,Yes,Moderate
R10636,Yes - formal,4,4,Strongly agree,Unsure,Low
R10637,Don't know,1,4,Neutral,Yes,Low
R10638,Yes - informal,2,2,Agree,No,Low
R10639,No,2,4,Agree,Yes,Low
R10640,Yes - informal,4,4,Strongly agree,No,Very low
R10641,Yes - informal,4,5,Agree,Yes,Moderate
R10642,Yes - informal,3,4,Neutral,Unsure,Moderate
R10643,Yes - formal,4,5,Strongly agree,Yes,High
R10644,Yes - formal,4,3,Strongly disagree,No,Low
R10645,Don't know,2,5,Strongly agree,No,Very low
R10646,Yes - formal,5,4,Neutral,No,Moderate
R10647,Yes - formal,5,3,Agree,Yes,Low
R10648,Yes - formal,3,4,Agree,Unsure,Low
R10649,Yes - informal,5,5,Neutral,No,Low
R10650,Don't know,3,5,Agree,Yes,High
R10651,Don't know,5,4,Neutral,Unsure,Moderate
R10652,Yes - formal,5,4,Strongly disagree,No,Very low
R10653,Yes - formal,4,5,Agree,Yes,Low
R10654,No,4,4,Strongly agree,Yes,Very low
R10655,No,3,4,Disagree,No,Moderate
R10656,Yes - informal,2,5,Agree,Unsure,Low
R10657,Don't know,3,5,Agree,No,Moderate
R10658,Yes - informal,4,4,Disagree,No,High
R10659,No,4,1,Agree,No,Low
R10660,No,5,5,Agree,No,Low
R10661,Don't know,5,3,Strongly agree,No,Moderate
R10662,Don't know,5,5,Strongly agree,Yes,High
R10663,No,1,4,Disagree,No,Moderate
R10664,Yes - formal,2,4,Neutral,No,Low
R10665,Yes - formal,2,5,Neutral,No,Low
R10666,No,3,2,Strongly agree,No,Very low
R10667,No,4,4,Agree,Unsure,Low
R10668,No,4,3,Agree,No,Low
R10669,Yes - informal,4,1,Agree,Unsure,Moderate
R10670,Yes - informal,5,1,Disagree,No,High
R10671,Don't know,4,5,Neutral,Unsure,Low
R10672,Yes - formal,3,2,Strongly agree,No,Low
R10673,Yes - formal,3,4,Strongly disagree,Yes,Moderate
R10674,Yes - informal,3,4,Strongly agree,No,High
R10675,Don't know,4,3,Strongly disagree,Unsure,Very low
R10676,Yes - formal,3,4,Disagree,Unsure,Moderate
R10677,Yes - formal,3,5,Neutral,No,Moderate
R10678,Yes - informal,3,4,Agree,No,Low
R10679,Yes - formal,3,3,Strongly agree,No,Moderate
R10680,No,5,3,Strongly agree,Unsure,Very low
R10681,Yes - informal,3,4,Strongly agree,No,High
R10682,No,5,4,Agree,No,Very low
R10683,Yes - formal,5,4,Agree,No,Low
R10684,No,3,4,Neutral,No,High
R10685,No,2,5,Neutral,Yes,Very low
R10686,Yes - formal,5,4,Agree,Unsure,Low
R10687,Yes - formal,4,5,Agree,Unsure,Very low
R10688,No,5,4,Neutral,No,Low
R10689,Yes - formal,4,3,Disagree,Unsure,High
R10690,Yes - informal,4,2,Neutral,No,Low
R10691,Yes - formal,5,5,Agree,No,Low
R10692,No,2,4,Strongly agree,Unsure,High
R10693,Yes - informal,3,5,Strongly agree,No,Moderate
R10694,Don't know,5,4,Strongly agree,No,Very low
R10695,No,4,4,Strongly disagree,No,Low
R10696,Yes - informal,2,4,Agree,No,Moderate
R10697,No,5,3,Strongly agree,No,High
R10698,Yes - formal,5,3,Agree,Yes,Low
R10699,Don't know,3,3,Strongly disagree,No,Moderate
R10700,Yes - formal,3,3,Strongly disagree,No,Moderate
R10701,Yes - formal,5,4,Strongly agree,Unsure,Moderate
R10702,Yes - informal,2,5,Neutral,Unsure,Moderate
R10703,Yes - informal,2,4,Agree,No,Low
R10704,Yes - informal,5,3,Strongly agree,Yes,Moderate
R10705,No,3,5,Neutral,No,High
R10706,Yes - formal,4,2,Strongly disagree,Unsure,Low
R10707,Don't know,5,5,Agree,Yes,High
R10708,Yes - formal,3,4,Strongly disagree,Yes,High
R10709,Don't know,2,4,Disagree,No,High
R10710,No,3,4,Agree,Unsure,Moderate
R10711,Yes - formal,3,5,Strongly agree,No,Moderate
R10712,Yes - formal,5,5,Disagree,Unsure,High
R10713,No,3,2,Strongly agree,No,Moderate
R10714,Yes - formal,3,3,Agree,Unsure,Moderate
R10715,Yes - informal,4,5,Agree,No,Moderate
R10716,Don't know,4,5,Strongly agree,No,High
R10717,Don't know,3,5,Neutral,No,Moderate
R10718,Don't know,3,5,Agree,No,Low
R10719,Don't know,3,4,Neutral,No,High
R10720,Yes - formal,2,2,Neutral,No,Moderate
R10721,Yes - formal,4,5,Disagree,Yes,Moderate
R10722,No,1,1,Agree,No,Moderate
R10723,Yes - formal,2,3,Strongly agree,Unsure,Very low
R10724,No,5,5,Neutral,No,Low
R10725,No,1,4,Agree,No,Low
R10726,No,4,4,Strongly agree,No,Moderate
R10727,Yes - formal,2,5,Disagree,No,Very low
R10728,Yes - formal,4,5,Strongly disagree,No,High
R10729,Yes - formal,1,3,Agree,Yes,Low
R10730,Yes - formal,4,5,Strongly agree,No,Low
R10731,Yes - formal,4,4,Strongly agree,No,High
R10732,Don't know,3,3,Agree,No,High
R10733,No,1,4,Strongly disagree,No,Very low
R10734,Don't know,5,5,Agree,No,Moderate
R10735,Yes - formal,2,5,Neutral,No,Moderate
R10736,Yes - informal,4,3,Neutral,No,Low
R10737,No,3,5,Agree,Unsure,High
R10738,Yes - informal,4,5,Agree,Yes,Low
R10739,No,5,4,Neutral,Unsure,Low
R10740,Yes - formal,2,3,Strongly disagree,Yes,Very low
R10741,No,3,5,Agree,No,Moderate
R10742,Yes - informal,3,4,Agree,No,Low
R10743,Don't know,4,3,Neutral,Yes,Moderate
R10744,Yes - informal,4,5,Disagree,Unsure,Moderate
R10745,Yes - formal,4,3,Disagree,Unsure,Moderate
R10746,Don't know,3,4,Strongly agree,Yes,Low
R10747,Yes - formal,3,5,Neutral,Unsure,Very low
R10748,Yes - formal,4,4,Agree,Yes,Low
R10749,No,3,5,Strongly disagree,Yes,Moderate
R10750,Yes - informal,5,5,Strongly agree,Unsure,Low
R10751,Yes - informal,4,1,Neutral,No,Moderate
R10752,Yes - formal,3,5,Strongly disagree,No,Very low
R10753,No,1,5,Strongly agree,Unsure,Very low
R10754,No,4,5,Agree,No,Low
R10755,Yes - informal,4,4,Neutral,Unsure,High
R10756,Don't know,4,4,Strongly disagree,Yes,High
R10757,Yes - formal,4,2,Agree,No,High
R10758,Don't know,4,4,Agree,Yes,Moderate
R10759,No,2,4,Agree,No,Moderate
R10760,Yes - formal,4,4,Strongly agree,No,Low
R10761,Don't know,4,3,Disagree,Unsure,Moderate
R10762,Yes - informal,3,3,Agree,No,Low
R10763,Don't know,3,4,Neutral,Unsure,Moderate
R10764,Don't know,3,1,Disagree,No,Low
R10765,Yes - informal,5,3,Strongly disagree,No,Moderate
R10766,No,1,5,Agree,Yes,Moderate
R10767,Don't know,3,5,Neutral,Yes,Moderate
R10768,Yes - formal,5,4,Agree,No,Low
R10769,Yes - informal,3,5,Agree,Unsure,Moderate
R10770,No,4,4,Strongly disagree,No,Low
R10771,Don't know,4,3,Agree,Unsure,Low
R10772,Don't know,5,5,Neutral,No,Moderate
R10773,Yes - informal,1,3,Strongly agree,No,Moderate
R10774,Yes - informal,2,3,Strongly agree,No,Moderate
R10775,Yes - formal,4,4,Disagree,No,High
R10776,Yes - informal,5,3,Agree,No,Moderate
R10777,Yes - formal,5,5,Agree,Unsure,Moderate
R10778,Don't know,4,4,Agree,No,Moderate
R10779,Yes - informal,4,4,Neutral,Unsure,Moderate
R10780,No,4,5,Strongly agree,No,Moderate
R10781,Yes - informal,2,5,Neutral,No,Low
R10782,Yes - informal,5,5,Strongly disagree,Unsure,Low
R10783,No,3,4,Agree,No,Low
R10784,No,4,5,Strongly agree,Unsure,High
R10785,No,2,5,Agree,Unsure,Moderate
R10786,Yes - formal,3,5,Disagree,Unsure,Moderate
R10787,Don't know,4,5,Agree,Unsure,Moderate
R10788,Yes - formal,5,3,Disagree,Unsure,Moderate
R10789,Yes - formal,5,3,Neutral,Unsure,Low
R10790,Don't know,3,5,Disagree,No,Low
R10791,No,4,3,Disagree,Yes,Low
R10792,No,4,3,Agree,Unsure,Moderate
R10793,Yes - informal,4,3,Strongly disagree,No,High
R10794,Yes - formal,4,4,Disagree,No,High
R10795,No,3,4,Strongly agree,No,Very low
R10796,Don't know,5,4,Neutral,Unsure,Low
R10797,No,5,4,Agree,Yes,Low
R10798,Don't know,3,4,Agree,Unsure,Moderate
R10799,No,3,5,Disagree,No,Moderate
R10800,Yes - informal,4,4,Strongly disagree,Unsure,High
R10801,No,5,3,Strongly disagree,No,Low
R10802,Don't know,4,3,Disagree,No,Moderate
R10803,Yes - informal,2,1,Strongly disagree,No,Very low
R10804,No,4,5,Agree,Unsure,Moderate
R10805,Don't know,4,3,Disagree,No,Moderate
R10806,Don't know,3,1,Neutral,Unsure,Moderate
R10807,No,4,3,Strongly agree,No,High
R10808,Yes - informal,4,4,Disagree,Unsure,Moderate
R10809,No,3,4,Neutral,Yes,Very low
R10810,Yes - informal,1,3,Disagree,No,Moderate
R10811,Yes - informal,3,4,Strongly agree,No,Moderate
R10812,No,4,4,Agree,Yes,Very low
R10813,No,4,2,Strongly agree,No,Moderate
R10814,No,4,3,Strongly agree,No,Low
R10815,Yes - formal,4,4,Disagree,Yes,Very low
R10816,No,3,5,Agree,No,Moderate
R10817,Yes - informal,4,4,Neutral,No,Moderate
R10818,Yes - formal,2,3,Agree,Yes,Very low
R10819,No,3,3,Agree,Unsure,High
R10820,No,3,3,Strongly agree,Unsure,Moderate
R10821,Yes - formal,4,4,Strongly agree,No,Low
R10822,No,5,5,Disagree,Unsure,Moderate
R10823,No,5,3,Disagree,Yes,Very low
R10824,Don't know,5,4,Agree,No,Moderate
R10825,No,5,4,Strongly agree,No,Moderate
R10826,No,2,5,Agree,Unsure,Low
R10827,Yes - formal,5,4,Agree,No,Low
R10828,No,2,1,Agree,No,Moderate
R10829,Yes - informal,5,4,Neutral,No,Moderate
R10830,Yes - formal,4,5,Neutral,No,Very low
R10831,Yes - informal,5,3,Agree,Unsure,Moderate
R10832,Don't know,4,5,Agree,No,Moderate
R10833,Yes - formal,5,3,Strongly agree,No,Moderate
R10834,No,3,2,Agree,No,Low
R10835,Don't know,5,5,Neutral,Unsure,Very low
R10836,Yes - formal,3,5,Strongly agree,No,Low
R10837,Don't know,3,5,Agree,No,Moderate
R10838,Don't know,4,4,Neutral,Unsure,High
R10839,Yes - formal,4,4,Neutral,Unsure,Moderate
R10840,No,2,5,Neutral,No,Moderate
R10841,Yes - formal,4,5,Agree,No,Moderate
R10842,No,5,5,Strongly disagree,No,Moderate
R10843,No,3,4,Strongly disagree,No,Low
R10844,Yes - informal,4,5,Agree,Unsure,Moderate
R10845,Yes - formal,5,5,Strongly agree,Yes,High
R10846,No,4,1,Neutral,No,Moderate
R10847,No,4,5,Disagree,No,Very low
R10848,Yes - formal,4,4,Disagree,No,Low
R10849,Yes - informal,5,3,Agree,Yes,Moderate
R10850,Yes - formal,3,5,Agree,Unsure,Low
R10851,No,4,5,Neutral,Unsure,Low
R10852,No,5,4,Agree,No,Moderate
R10853,No,4,2,Agree,No,Low
R10854,No,2,5,Strongly disagree,No,Moderate
R10855,Don't know,4,4,Neutral,Unsure,Low
R10856,Yes - informal,5,5,Agree,Yes,High
R10857,Yes - formal,4,3,Neutral,No,Moderate
R10858,Don't know,4,4,Neutral,Yes,Moderate
R10859,Yes - informal,3,4,Neutral,No,Low
R10860,No,5,5,Neutral,No,Moderate
R10861,No,4,5,Strongly agree,No,Moderate
R10862,Don't know,4,5,Agree,No,Very low
R10863,Yes - informal,3,4,Agree,No,Low
R10864,Don't know,2,3,Agree,No,Moderate
R10865,No,4,3,Agree,No,Low
R10866,Yes - informal,3,4,Agree,Yes,Moderate
R10867,Yes - informal,3,4,Agree,Yes,Very low
R10868,Yes - formal,5,5,Agree,No,Moderate
R10869,Don't know,1,4,Agree,Yes,Moderate
R10870,No,3,4,Agree,No,Moderate
