respondent_id,skills,num_skills,top_certification,weekly_learning_hours,primary_learning_platform,learned_genai_skills_2024_2026,employer_provides_ai_training
R10847,Data Visualization; Azure; SQL; Feature Engineering; LangChain; NLP; Prompt Engineering; PyTorch; Fine-tuning LLMs; Time Series Analysis,10,Coursera ML Certificate,0,DeepLearning.AI,No,Partially
R10848,Prompt Engineering; PyTorch; Docker; Kubernetes; Scikit-learn; Computer Vision; GCP,7,DeepLearning.AI Specialization,10,Self-study (books/papers),Yes,Yes
R10849,R; Edge AI / TinyML; SQL; PyTorch; Pandas; Kubernetes; A/B Testing; Feature Engineering; Computer Vision; RAG Pipelines,10,Google Professional ML Engineer,10,Self-study (books/papers),Yes,Partially
R10850,SQL; Generative AI; TensorFlow; Statistics; Reinforcement Learning; Edge AI / TinyML; Pandas,7,DeepLearning.AI Specialization,12,DeepLearning.AI,No,Partially
R10851,MLOps; Transformers; Statistics; Fine-tuning LLMs; Edge AI / TinyML; GCP; Graph Neural Networks,7,TensorFlow Developer Certificate,6,edX,Yes,Yes
R10852,Docker; Time Series Analysis; Transformers; GCP; Data Visualization; Scikit-learn; R; Azure; Python,9,,12,Fast.ai,No,Yes
R10853,NLP; MLOps; Generative AI; Data Visualization; Python; Time Series Analysis; SQL,7,Google Professional ML Engineer,1,University courses,Yes,Partially
R10854,Data Visualization; RAG Pipelines; GCP; Spark; Graph Neural Networks,5,Kaggle Competitions Expert,0,Company training,Yes,Partially
R10855,Time Series Analysis; R; Computer Vision; Azure; Scikit-learn; Prompt Engineering,6,DeepLearning.AI Specialization,4,DeepLearning.AI,Yes,No
R10856,A/B Testing; NLP; Generative AI; Data Visualization; LangChain; AWS; Time Series Analysis; R; Prompt Engineering; Feature Engineering; Scikit-learn,11,TensorFlow Developer Certificate,3,edX,No,Yes
R10857,Statistics; Azure; Generative AI; R; Kubernetes; Python; Graph Neural Networks; Data Visualization; Computer Vision,9,AWS ML Specialty,7,YouTube,No,Yes
R10858,PyTorch; RAG Pipelines; Generative AI; GCP; AWS,5,Azure AI Engineer,6,Kaggle Learn,Yes,Partially
R10859,Feature Engineering; MLOps; Reinforcement Learning; Statistics; Scikit-learn,5,,5,edX,Yes,Partially
R10860,Spark; Docker; RAG Pipelines; AWS; Edge AI / TinyML; NLP; Statistics,7,AWS ML Specialty,8,Kaggle Learn,Yes,Partially
R10861,A/B Testing; Generative AI; Computer Vision; Spark; GCP; NLP,6,Coursera ML Certificate,9,YouTube,Yes,Partially
R10862,Feature Engineering; Scikit-learn; RAG Pipelines; Prompt Engineering; GCP; LangChain; Edge AI / TinyML; Time Series Analysis,8,Coursera ML Certificate,16,Pluralsight,No,Partially
R10863,Transformers; Docker; Reinforcement Learning; TensorFlow; AWS; Graph Neural Networks; R; Spark; Time Series Analysis,9,DeepLearning.AI Specialization,5,LinkedIn Learning,Yes,No
R10864,Spark; RAG Pipelines; Transformers; Pandas,4,Google Professional ML Engineer,12,Kaggle Learn,Yes,Partially
R10865,Graph Neural Networks; RAG Pipelines; Edge AI / TinyML; Generative AI; Pandas; TensorFlow,6,Azure AI Engineer,1,University courses,No,No
R10866,Transformers; GCP; Scikit-learn; Generative AI; Azure,5,AWS ML Specialty,13,Company training,No,No
R10867,Data Visualization; Computer Vision; Docker,3,Azure AI Engineer,1,Company training,Yes,No
R10868,Docker; SQL; Spark; Fine-tuning LLMs; AWS; TensorFlow; PyTorch; Transformers; Generative AI; Prompt Engineering; Azure,11,AWS ML Specialty,14,LinkedIn Learning,Yes,No
R10869,Pandas; A/B Testing; AWS; Statistics; Prompt Engineering,5,,6,Udemy,No,No
R10870,TensorFlow; Generative AI; Edge AI / TinyML; Feature Engineering; Docker; AWS; Fine-tuning LLMs; Transformers; LangChain,9,TensorFlow Developer Certificate,12,Coursera,Yes,Yes
R10871,Graph Neural Networks; NLP; RAG Pipelines; Reinforcement Learning; Spark; SQL; Transformers; AWS,8,,10,LinkedIn Learning,Yes,No
R10872,LangChain; Edge AI / TinyML; GCP; Generative AI; Transformers; Scikit-learn; A/B Testing; Prompt Engineering; AWS; Kubernetes; Data Visualization,11,,9,Coursera,Yes,Yes
R10873,Edge AI / TinyML; A/B Testing; Reinforcement Learning; LangChain; SQL; Data Visualization; Scikit-learn; Fine-tuning LLMs; Transformers; RAG Pipelines,10,Azure AI Engineer,3,Self-study (books/papers),Yes,No
R10874,Generative AI; LangChain; Transformers; Computer Vision; A/B Testing; SQL; Graph Neural Networks; MLOps,8,Azure AI Engineer,4,University courses,Yes,No
R10875,Kubernetes; Generative AI; R; Spark; Python; Pandas,6,DeepLearning.AI Specialization,7,Fast.ai,Yes,Yes
R10876,NLP; Spark; Feature Engineering; Edge AI / TinyML; Computer Vision; Pandas; Generative AI; Transformers; Python,9,,6,Pluralsight,No,Yes
R10877,Time Series Analysis; TensorFlow; Prompt Engineering; Spark; Edge AI / TinyML; MLOps; Pandas; Transformers; Statistics,9,TensorFlow Developer Certificate,7,YouTube,Yes,Partially
R10878,Azure; Fine-tuning LLMs; Reinforcement Learning; GCP; PyTorch; Statistics; Spark; Feature Engineering,8,Google Professional ML Engineer,13,Fast.ai,No,Yes
R10879,Computer Vision; Python; SQL; TensorFlow; LangChain; Pandas; Time Series Analysis; Kubernetes; AWS,9,Kaggle Competitions Expert,8,University courses,Yes,No
R10880,Statistics; Prompt Engineering; RAG Pipelines; Kubernetes; Scikit-learn; MLOps; Time Series Analysis; Edge AI / TinyML; A/B Testing; PyTorch; LangChain,11,TensorFlow Developer Certificate,5,Kaggle Learn,Yes,No
R10881,Spark; GCP; Edge AI / TinyML; Reinforcement Learning; Time Series Analysis; LangChain; AWS; R; Graph Neural Networks; Scikit-learn,10,Kaggle Competitions Expert,16,LinkedIn Learning,Yes,Yes
R10882,R; GCP; TensorFlow; Statistics; Graph Neural Networks; Transformers; LangChain; Time Series Analysis,8,,12,Kaggle Learn,Yes,Partially
R10883,Statistics; SQL; A/B Testing; R; Computer Vision; Data Visualization,6,,8,Fast.ai,Yes,Partially
R10884,Docker; Computer Vision; Prompt Engineering; AWS; Kubernetes; RAG Pipelines; Feature Engineering,7,Google Professional ML Engineer,5,Company training,No,Yes
R10885,Computer Vision; Generative AI; Feature Engineering; Reinforcement Learning; RAG Pipelines; Transformers,6,Azure AI Engineer,6,Kaggle Learn,No,No
R10886,Feature Engineering; Transformers; LangChain; TensorFlow; Computer Vision; GCP,6,,13,Company training,No,Yes
R10887,GCP; LangChain; Transformers; Graph Neural Networks; Statistics,5,,1,Pluralsight,Yes,No
R10888,LangChain; PyTorch; Graph Neural Networks; SQL; Statistics; Data Visualization; R; TensorFlow; Edge AI / TinyML; Scikit-learn,10,AWS ML Specialty,3,University courses,No,No
R10889,SQL; Fine-tuning LLMs; Docker; Prompt Engineering,4,TensorFlow Developer Certificate,7,Fast.ai,Yes,No
R10890,Edge AI / TinyML; LangChain; A/B Testing; NLP; Scikit-learn; Prompt Engineering; Azure; Generative AI,8,TensorFlow Developer Certificate,7,LinkedIn Learning,No,No
R10891,MLOps; PyTorch; Docker; NLP; Generative AI; Statistics; Time Series Analysis; Feature Engineering; Scikit-learn; R,10,Google Professional ML Engineer,10,University courses,No,Partially
R10892,R; AWS; RAG Pipelines; Docker; Spark; MLOps; NLP; LangChain; GCP; Pandas; PyTorch; Graph Neural Networks; Python,13,DeepLearning.AI Specialization,4,Udemy,Yes,Yes
R10893,MLOps; Docker; LangChain; Spark; TensorFlow; NLP; Reinforcement Learning; AWS; PyTorch; Statistics; SQL,11,DeepLearning.AI Specialization,7,Kaggle Learn,Yes,Yes
R10894,LangChain; Docker; PyTorch; RAG Pipelines; Reinforcement Learning; Graph Neural Networks; Spark; Statistics,8,,13,Pluralsight,Yes,Partially
R10895,TensorFlow; Generative AI; Azure; Feature Engineering; R; Statistics; PyTorch; Reinforcement Learning; Kubernetes,9,Coursera ML Certificate,9,Pluralsight,Yes,No
R10896,Graph Neural Networks; MLOps; Kubernetes,3,Kaggle Competitions Expert,12,Self-study (books/papers),No,No
R10897,PyTorch; Reinforcement Learning; Docker; Prompt Engineering; Time Series Analysis; R; Fine-tuning LLMs; Scikit-learn; SQL; Python; RAG Pipelines; Spark; Transformers; GCP,14,Coursera ML Certificate,9,Company training,Yes,Partially
R10898,NLP; Python; Feature Engineering; Reinforcement Learning; AWS; GCP; Time Series Analysis; PyTorch,8,,9,Coursera,Yes,Partially
R10899,LangChain; Reinforcement Learning; RAG Pipelines; Edge AI / TinyML; Scikit-learn; TensorFlow; MLOps; Python; Time Series Analysis,9,,13,DeepLearning.AI,No,No
R10900,Computer Vision; PyTorch; Transformers; MLOps; R; Graph Neural Networks,6,DeepLearning.AI Specialization,5,Udemy,No,Yes
R10901,Python; Feature Engineering; Azure; LangChain; Transformers; Reinforcement Learning; Computer Vision; A/B Testing,8,Coursera ML Certificate,7,Kaggle Learn,Yes,Partially
R10902,RAG Pipelines; GCP; Pandas; Docker; R; Time Series Analysis; NLP,7,Azure AI Engineer,1,DeepLearning.AI,Yes,Yes
R10903,Computer Vision; Generative AI; Fine-tuning LLMs; TensorFlow; Reinforcement Learning; Scikit-learn; Transformers; PyTorch,8,,6,University courses,No,Partially
R10904,Fine-tuning LLMs; AWS; Data Visualization; Kubernetes; R; SQL; Pandas; Edge AI / TinyML,8,Google Professional ML Engineer,7,LinkedIn Learning,No,Yes
R10905,Spark; Scikit-learn; Time Series Analysis; Data Visualization; Python; SQL,6,,5,Pluralsight,Yes,No
R10906,Azure; LangChain; Spark; Fine-tuning LLMs; AWS; Scikit-learn; Pandas; Edge AI / TinyML; Computer Vision; SQL; Reinforcement Learning; NLP,12,Coursera ML Certificate,16,DeepLearning.AI,Yes,No
R10907,Reinforcement Learning; Data Visualization; Graph Neural Networks; Generative AI; R; AWS,6,TensorFlow Developer Certificate,6,Fast.ai,Yes,Yes
R10908,Time Series Analysis; AWS; R; NLP; Kubernetes; MLOps; PyTorch,7,,8,YouTube,Yes,Yes
R10909,Prompt Engineering; PyTorch; A/B Testing; Fine-tuning LLMs; GCP; Time Series Analysis; Computer Vision,7,Kaggle Competitions Expert,11,YouTube,No,Yes
R10910,Generative AI; MLOps; Statistics; Transformers; Data Visualization; Python,6,DeepLearning.AI Specialization,12,edX,No,No
R10911,Scikit-learn; GCP; MLOps; TensorFlow; RAG Pipelines; Python; Data Visualization; LangChain,8,,12,YouTube,Yes,Yes
R10912,SQL; R; Python; Prompt Engineering; Docker; Computer Vision; MLOps,7,Kaggle Competitions Expert,2,Pluralsight,No,No
R10913,Computer Vision; TensorFlow; Pandas; Docker; Python,5,,10,Kaggle Learn,Yes,Partially
R10914,R; Docker; Generative AI; Time Series Analysis; Graph Neural Networks; TensorFlow; Prompt Engineering; MLOps; Statistics,9,Google Professional ML Engineer,17,Kaggle Learn,Yes,Partially
R10915,Data Visualization; GCP; Spark; Statistics; SQL; Time Series Analysis; R; Edge AI / TinyML; Pandas,9,Coursera ML Certificate,12,YouTube,Yes,Yes
R10916,LangChain; NLP; TensorFlow; GCP; Azure; Feature Engineering; Kubernetes; Time Series Analysis; Pandas,9,Kaggle Competitions Expert,12,Pluralsight,No,No
R10917,Graph Neural Networks; Prompt Engineering; Time Series Analysis; Reinforcement Learning; A/B Testing; Kubernetes,6,AWS ML Specialty,8,edX,Yes,Partially
R10918,Fine-tuning LLMs; AWS; Python; Generative AI; Azure; Scikit-learn; Graph Neural Networks; Pandas,8,Kaggle Competitions Expert,11,Fast.ai,No,No
R10919,Generative AI; Spark; A/B Testing; Data Visualization; AWS; SQL; Docker; Python; Graph Neural Networks,9,Kaggle Competitions Expert,9,Pluralsight,Yes,Yes
R10920,Scikit-learn; Spark; SQL; Pandas; LangChain; AWS; Prompt Engineering; Statistics; Reinforcement Learning; A/B Testing; Generative AI,11,DeepLearning.AI Specialization,9,Udemy,No,No
R10921,TensorFlow; Kubernetes; GCP; Feature Engineering; Azure; Pandas; Docker; Data Visualization,8,DeepLearning.AI Specialization,7,LinkedIn Learning,Yes,Partially
R10922,PyTorch; TensorFlow; SQL; Spark; Python; Computer Vision; Reinforcement Learning,7,TensorFlow Developer Certificate,6,Pluralsight,Yes,No
R10923,Graph Neural Networks; Generative AI; Statistics; PyTorch; Prompt Engineering; Computer Vision; Azure; MLOps; Fine-tuning LLMs; SQL; Kubernetes; Edge AI / TinyML; Pandas,13,Kaggle Competitions Expert,14,Fast.ai,No,Yes
R10924,Prompt Engineering; Time Series Analysis; NLP; Computer Vision; Pandas; Edge AI / TinyML; TensorFlow; AWS; Statistics,9,,2,DeepLearning.AI,Yes,Partially
R10925,Python; Graph Neural Networks; TensorFlow; GCP; Azure; Docker; Generative AI,7,AWS ML Specialty,8,Coursera,Yes,No
R10926,AWS; R; Feature Engineering; Time Series Analysis; RAG Pipelines; Pandas,6,AWS ML Specialty,14,YouTube,No,Partially
R10927,Kubernetes; Spark; R; Feature Engineering; Pandas,5,Kaggle Competitions Expert,12,Self-study (books/papers),Yes,Yes
R10928,Docker; Reinforcement Learning; Azure; Scikit-learn; TensorFlow; Feature Engineering; PyTorch; MLOps; R,9,AWS ML Specialty,1,YouTube,No,Partially
R10929,Reinforcement Learning; Generative AI; AWS; Python; Pandas; Docker; Graph Neural Networks; RAG Pipelines; Computer Vision; Statistics; R,11,TensorFlow Developer Certificate,8,Fast.ai,Yes,Yes
R10930,Statistics; Feature Engineering; Generative AI; Fine-tuning LLMs; NLP; Spark; Azure; Python; Reinforcement Learning; R; Data Visualization,11,,3,edX,Yes,Partially
R10931,NLP; AWS; Kubernetes; R; Docker; SQL; Fine-tuning LLMs; GCP,8,Coursera ML Certificate,0,LinkedIn Learning,No,Partially
R10932,GCP; Docker; Spark,3,Google Professional ML Engineer,11,University courses,Yes,Partially
R10933,SQL; Time Series Analysis; Prompt Engineering; Pandas; Data Visualization; TensorFlow,6,,0,DeepLearning.AI,Yes,Partially
R10934,NLP; Docker; GCP; MLOps; Spark; RAG Pipelines; Kubernetes; Transformers; Fine-tuning LLMs,9,Azure AI Engineer,11,YouTube,No,Yes
R10935,Data Visualization; Scikit-learn; Generative AI; TensorFlow; PyTorch,5,,9,Udemy,No,Partially
R10936,R; Pandas; Time Series Analysis,3,Coursera ML Certificate,11,YouTube,Yes,Yes
R10937,Generative AI; Edge AI / TinyML; Time Series Analysis,3,Kaggle Competitions Expert,1,Company training,Yes,Partially
R10938,SQL; GCP; R; TensorFlow; PyTorch; Scikit-learn; Python; Reinforcement Learning,8,TensorFlow Developer Certificate,6,Fast.ai,Yes,Yes
R10939,Docker; Statistics; Graph Neural Networks; Reinforcement Learning; Spark; NLP; Time Series Analysis; Prompt Engineering; Scikit-learn,9,,8,Fast.ai,Yes,Partially
R10940,A/B Testing; Statistics; Reinforcement Learning; Pandas; SQL,5,AWS ML Specialty,12,DeepLearning.AI,No,No
R10941,Scikit-learn; NLP; Graph Neural Networks; Computer Vision; RAG Pipelines; Kubernetes; AWS; Edge AI / TinyML; Python; LangChain; MLOps; Transformers; PyTorch; Generative AI; Time Series Analysis,15,AWS ML Specialty,10,edX,No,Yes
R10942,Data Visualization; Computer Vision; Time Series Analysis; Prompt Engineering; Azure; Statistics; A/B Testing; Scikit-learn,8,Google Professional ML Engineer,6,Company training,Yes,Partially
R10943,Time Series Analysis; Edge AI / TinyML; R; TensorFlow; Data Visualization; RAG Pipelines,6,Coursera ML Certificate,8,Fast.ai,No,No
R10944,RAG Pipelines; MLOps; Spark; Kubernetes; R; GCP; Azure; Time Series Analysis; Pandas; Computer Vision; Feature Engineering,11,Google Professional ML Engineer,16,LinkedIn Learning,Yes,Yes
R10945,PyTorch; Time Series Analysis; Spark; SQL; Data Visualization; Graph Neural Networks,6,Azure AI Engineer,8,Pluralsight,No,No
R10946,Generative AI; Edge AI / TinyML; Transformers; Prompt Engineering; RAG Pipelines; Docker; Scikit-learn; Fine-tuning LLMs; R; NLP; Computer Vision; SQL; Data Visualization,13,TensorFlow Developer Certificate,0,University courses,Yes,Yes
R10947,Kubernetes; GCP; Feature Engineering; Pandas; Statistics; R; Reinforcement Learning; NLP; LangChain; Edge AI / TinyML,10,,14,Udemy,No,Yes
R10948,Scikit-learn; Transformers; R; Data Visualization,4,AWS ML Specialty,7,Pluralsight,Yes,No
R10949,Feature Engineering; Edge AI / TinyML; GCP; Azure; Kubernetes; LangChain; Python; Spark; Prompt Engineering; AWS,10,Coursera ML Certificate,7,Company training,Yes,Partially
R10950,Azure; Transformers; Graph Neural Networks; PyTorch; Reinforcement Learning; MLOps; Edge AI / TinyML; Statistics; Kubernetes; Spark,10,Azure AI Engineer,14,Coursera,No,No
R10951,GCP; SQL; A/B Testing; Prompt Engineering; Kubernetes; NLP; Statistics; Graph Neural Networks; Reinforcement Learning; Transformers; Fine-tuning LLMs,11,,4,DeepLearning.AI,No,Yes
R10952,Generative AI; Pandas; PyTorch; R; Transformers,5,Azure AI Engineer,11,LinkedIn Learning,No,Partially
R10953,Fine-tuning LLMs; Azure; PyTorch; Kubernetes; TensorFlow,5,Google Professional ML Engineer,9,Pluralsight,Yes,No
R10954,TensorFlow; PyTorch; Time Series Analysis; Generative AI; Azure; R,6,,9,edX,Yes,Yes
R10955,Azure; AWS; Computer Vision; LangChain; SQL; MLOps; A/B Testing; Feature Engineering,8,,12,DeepLearning.AI,Yes,Yes
R10956,Generative AI; Python; Computer Vision; Spark; AWS; Docker,6,Kaggle Competitions Expert,7,Kaggle Learn,Yes,Partially
R10957,Time Series Analysis; Computer Vision; NLP; Azure; Transformers; Feature Engineering; Generative AI; Data Visualization; RAG Pipelines,9,Google Professional ML Engineer,10,Pluralsight,Yes,No
R10958,SQL; Python; Pandas; Fine-tuning LLMs; Data Visualization; A/B Testing; Prompt Engineering; TensorFlow; Graph Neural Networks; Docker,10,Azure AI Engineer,3,edX,Yes,Yes
R10959,Kubernetes; Generative AI; Transformers; Edge AI / TinyML; NLP; RAG Pipelines; LangChain; A/B Testing; TensorFlow; Data Visualization; AWS,11,AWS ML Specialty,3,Kaggle Learn,Yes,No
R10960,Time Series Analysis; SQL; RAG Pipelines; Graph Neural Networks; Docker; Reinforcement Learning,6,Coursera ML Certificate,3,YouTube,Yes,Yes
R10961,Statistics; Spark; R; Generative AI; TensorFlow; Edge AI / TinyML; Feature Engineering,7,Google Professional ML Engineer,5,Coursera,Yes,No
R10962,Time Series Analysis; SQL; TensorFlow; Kubernetes; Docker; NLP; Azure; Reinforcement Learning; Edge AI / TinyML; Computer Vision,10,,9,Fast.ai,Yes,No
R10963,Kubernetes; MLOps; R; TensorFlow; Time Series Analysis; Computer Vision; Docker; SQL; Feature Engineering; A/B Testing,10,Azure AI Engineer,14,edX,Yes,No
R10964,Spark; Azure; PyTorch; RAG Pipelines; Docker; Scikit-learn; Edge AI / TinyML; R,8,Kaggle Competitions Expert,1,LinkedIn Learning,No,Yes
R10965,Python; Edge AI / TinyML; SQL; GCP; Pandas; Time Series Analysis; RAG Pipelines; Generative AI; Kubernetes; LangChain,10,,5,LinkedIn Learning,Yes,No
R10966,Reinforcement Learning; Python; Time Series Analysis; R; SQL; Statistics; Spark; Generative AI; Azure; Docker,10,AWS ML Specialty,21,YouTube,No,Partially
R10967,SQL; Fine-tuning LLMs; Scikit-learn; A/B Testing; AWS; Spark; Docker; Azure; Feature Engineering; Time Series Analysis; Reinforcement Learning; Computer Vision; Statistics; Graph Neural Networks; Prompt Engineering,15,,11,Pluralsight,Yes,No
R10968,SQL; GCP; Computer Vision; Scikit-learn; Python; R; Time Series Analysis; Statistics; Reinforcement Learning; NLP; Docker,11,,6,Pluralsight,Yes,Partially
R10969,NLP; Scikit-learn; GCP; RAG Pipelines; R; Fine-tuning LLMs; LangChain; Docker,8,DeepLearning.AI Specialization,1,Coursera,No,No
R10970,A/B Testing; NLP; RAG Pipelines; Transformers; SQL; Fine-tuning LLMs; TensorFlow; Azure,8,TensorFlow Developer Certificate,0,Company training,Yes,Partially
R10971,Graph Neural Networks; Time Series Analysis; MLOps; Computer Vision; Python,5,DeepLearning.AI Specialization,5,University courses,Yes,Yes
