respondent_id,ai_tool,usage_frequency,productivity_change_pct,satisfaction_score,primary_use_case
R11210,GitHub Copilot,Daily,21.1,3,Translation
R11211,Claude,Monthly,75.9,4,Code generation
R11211,GitHub Copilot,Daily,36.7,4,Brainstorming
R11211,Midjourney,Daily,2.9,4,Image generation
R11212,Jasper AI,Daily,13.4,4,Data analysis
R11212,LLaMA / Open-source LLMs,Daily,13.0,2,Image generation
R11212,Google Vertex AI,Weekly,3.1,5,Code generation
R11212,Notion AI,Weekly,12.8,3,Workflow automation
R11212,Tableau AI,Daily,18.9,3,Workflow automation
R11212,Cursor,Rarely,32.0,4,Research
R11213,v0 by Vercel,Several times a week,40.8,2,Writing & docs
R11213,Tableau AI,Weekly,55.0,4,Data analysis
R11213,Azure OpenAI,Daily,12.9,4,Translation
R11214,Replit AI,Weekly,34.1,4,Data analysis
R11214,Tableau AI,Daily,60.5,5,Data analysis
R11215,Notion AI,Daily,12.2,5,Research
R11215,Custom In-house AI,Weekly,16.8,3,Debugging
R11215,Perplexity,Weekly,47.4,5,Data analysis
R11216,Claude,Daily,20.2,4,Debugging
R11216,Azure OpenAI,Monthly,6.5,3,Research
R11216,GitHub Copilot,Weekly,-0.1,4,Customer support automation
R11216,ChatGPT,Several times a week,24.3,4,Brainstorming
R11216,Devin,Monthly,39.5,5,Writing & docs
R11216,Notion AI,Daily,55.6,4,Customer support automation
R11217,Devin,Weekly,10.2,4,Translation
R11217,Midjourney,Monthly,28.2,3,Brainstorming
R11217,Azure OpenAI,Weekly,7.5,4,Research
R11217,Notion AI,Rarely,71.9,4,Code generation
R11217,Replit AI,Daily,68.3,5,Workflow automation
R11217,Stable Diffusion,Rarely,9.2,4,Customer support automation
R11218,Midjourney,Several times a week,20.8,3,Writing & docs
R11218,Notion AI,Weekly,27.1,3,Code generation
R11218,Tableau AI,Several times a week,11.2,5,Workflow automation
R11218,Replit AI,Daily,36.5,3,Workflow automation
R11218,ChatGPT,Daily,66.2,4,Workflow automation
R11219,Custom In-house AI,Weekly,35.5,3,Research
R11220,Notion AI,Several times a week,46.8,4,Data analysis
R11220,Google Vertex AI,Several times a week,1.1,4,Brainstorming
R11220,Tableau AI,Daily,22.0,4,Code generation
R11220,Gemini,Weekly,10.2,5,Writing & docs
R11221,Cursor,Several times a week,19.9,5,Brainstorming
R11221,Stable Diffusion,Daily,34.4,2,Brainstorming
R11221,GitHub Copilot,Weekly,23.0,4,Data analysis
R11221,Jasper AI,Weekly,47.7,5,Debugging
R11221,Azure OpenAI,Several times a week,4.8,3,Translation
R11221,LLaMA / Open-source LLMs,Monthly,7.2,4,Research
R11222,Devin,Several times a week,-20.0,5,Workflow automation
R11222,Jasper AI,Daily,60.3,4,Translation
R11222,LLaMA / Open-source LLMs,Several times a week,32.5,4,Customer support automation
R11222,Claude,Weekly,34.1,3,Workflow automation
R11222,Cursor,Monthly,25.6,3,Translation
R11222,Stable Diffusion,Several times a week,22.2,5,Research
R11223,Midjourney,Several times a week,42.0,4,Data analysis
R11223,AWS Bedrock,Weekly,-3.7,4,Customer support automation
R11224,Tableau AI,Several times a week,32.5,5,Code generation
R11224,LLaMA / Open-source LLMs,Daily,61.1,2,Brainstorming
R11224,Midjourney,Monthly,52.1,3,Code generation
R11224,Replit AI,Several times a week,76.0,5,Brainstorming
R11225,v0 by Vercel,Several times a week,36.3,4,Brainstorming
R11225,GitHub Copilot,Monthly,65.4,4,Customer support automation
R11225,Cursor,Daily,18.2,1,Customer support automation
R11225,Jasper AI,Several times a week,34.4,4,Translation
R11226,Stable Diffusion,Several times a week,59.1,5,Debugging
R11226,LLaMA / Open-source LLMs,Weekly,8.1,3,Image generation
R11226,Devin,Several times a week,15.2,4,Data analysis
R11227,Replit AI,Monthly,37.0,5,Research
R11228,GitHub Copilot,Several times a week,31.8,5,Data analysis
R11228,Hugging Face Models,Monthly,42.2,4,Debugging
R11228,ChatGPT,Weekly,19.4,5,Debugging
R11228,Google Vertex AI,Weekly,23.4,5,Brainstorming
R11228,AWS Bedrock,Several times a week,56.8,4,Data analysis
R11229,GitHub Copilot,Rarely,17.2,5,Writing & docs
R11229,Azure OpenAI,Daily,70.8,3,Debugging
R11229,Perplexity,Rarely,38.5,4,Writing & docs
R11230,Claude,Several times a week,-12.4,3,Brainstorming
R11230,GitHub Copilot,Weekly,35.5,4,Writing & docs
R11230,LLaMA / Open-source LLMs,Weekly,35.9,3,Code generation
R11230,Azure OpenAI,Daily,31.3,4,Code generation
R11230,Tableau AI,Several times a week,27.5,3,Research
R11230,Jasper AI,Several times a week,36.2,4,Research
R11230,Gemini,Weekly,16.7,4,Brainstorming
R11231,Cursor,Daily,36.5,3,Image generation
R11231,Hugging Face Models,Monthly,46.8,4,Writing & docs
R11232,Perplexity,Daily,35.7,4,Workflow automation
R11232,Jasper AI,Weekly,11.2,4,Workflow automation
R11232,Gemini,Weekly,80.0,2,Brainstorming
R11232,GitHub Copilot,Several times a week,42.9,5,Research
R11233,LLaMA / Open-source LLMs,Several times a week,31.4,4,Image generation
R11233,AWS Bedrock,Daily,30.3,3,Workflow automation
R11233,GitHub Copilot,Several times a week,25.9,3,Translation
R11233,ChatGPT,Daily,7.2,5,Research
R11233,Devin,Several times a week,55.3,5,Research
R11233,Notion AI,Weekly,21.0,5,Image generation
R11234,Azure OpenAI,Daily,70.2,1,Research
R11234,Google Vertex AI,Weekly,34.1,5,Debugging
R11235,Replit AI,Daily,33.0,3,Image generation
R11236,Azure OpenAI,Several times a week,79.1,5,Code generation
R11236,Tableau AI,Daily,37.7,4,Customer support automation
R11236,LLaMA / Open-source LLMs,Several times a week,1.4,5,Writing & docs
R11236,Google Vertex AI,Daily,29.7,5,Code generation
R11237,Claude,Several times a week,10.8,4,Workflow automation
R11237,ChatGPT,Rarely,38.0,4,Debugging
R11237,Jasper AI,Monthly,24.5,3,Data analysis
R11237,Gemini,Daily,53.8,5,Code generation
R11238,Notion AI,Several times a week,22.1,3,Code generation
R11238,v0 by Vercel,Rarely,47.1,1,Image generation
R11239,GitHub Copilot,Weekly,11.0,5,Translation
R11239,Midjourney,Daily,46.8,4,Workflow automation
R11240,Stable Diffusion,Daily,48.1,2,Code generation
R11240,Azure OpenAI,Daily,36.9,3,Brainstorming
R11241,v0 by Vercel,Rarely,-0.0,3,Writing & docs
R11241,AWS Bedrock,Rarely,42.2,4,Brainstorming
R11241,ChatGPT,Monthly,23.8,4,Image generation
R11241,Azure OpenAI,Several times a week,42.0,5,Customer support automation
R11241,Tableau AI,Several times a week,41.5,5,Customer support automation
R11241,Claude,Weekly,43.6,5,Brainstorming
R11242,Google Vertex AI,Several times a week,55.2,4,Code generation
R11242,Custom In-house AI,Several times a week,47.5,3,Brainstorming
R11242,v0 by Vercel,Several times a week,36.3,3,Debugging
R11242,ChatGPT,Daily,12.6,4,Brainstorming
R11242,Replit AI,Rarely,42.6,3,Brainstorming
R11243,Jasper AI,Daily,21.8,5,Writing & docs
R11243,GitHub Copilot,Several times a week,9.2,4,Brainstorming
R11243,Devin,Weekly,-20.0,3,Research
R11243,Midjourney,Weekly,53.2,4,Brainstorming
R11243,Gemini,Several times a week,26.4,2,Code generation
R11243,Azure OpenAI,Monthly,17.0,5,Code generation
R11244,GitHub Copilot,Several times a week,40.4,5,Image generation
R11244,Cursor,Several times a week,55.1,3,Writing & docs
R11244,Google Vertex AI,Rarely,36.8,3,Writing & docs
R11244,AWS Bedrock,Daily,30.5,4,Research
R11245,Custom In-house AI,Daily,39.8,4,Image generation
R11246,Gemini,Weekly,22.2,2,Data analysis
R11246,Azure OpenAI,Daily,40.7,4,Workflow automation
R11246,Cursor,Rarely,50.5,3,Writing & docs
R11246,Hugging Face Models,Rarely,32.5,4,Code generation
R11246,Replit AI,Daily,43.4,3,Brainstorming
R11247,Claude,Several times a week,20.7,4,Writing & docs
R11247,Hugging Face Models,Monthly,18.9,5,Image generation
R11247,Gemini,Several times a week,2.2,4,Customer support automation
R11247,ChatGPT,Several times a week,36.2,5,Research
R11247,Midjourney,Monthly,49.3,5,Data analysis
R11247,Custom In-house AI,Rarely,29.9,2,Image generation
R11247,Cursor,Monthly,38.2,2,Code generation
R11247,Notion AI,Several times a week,20.3,3,Research
R11248,AWS Bedrock,Several times a week,18.1,4,Image generation
R11248,Google Vertex AI,Several times a week,-4.8,3,Workflow automation
R11249,v0 by Vercel,Daily,2.3,5,Image generation
R11249,Custom In-house AI,Several times a week,48.1,4,Translation
R11249,Devin,Several times a week,38.3,1,Data analysis
R11250,GitHub Copilot,Monthly,44.2,5,Brainstorming
R11250,Replit AI,Several times a week,9.1,3,Translation
R11251,AWS Bedrock,Daily,41.2,2,Brainstorming
R11251,Cursor,Weekly,21.5,2,Brainstorming
R11251,GitHub Copilot,Several times a week,18.0,3,Research
R11251,Azure OpenAI,Monthly,15.9,3,Image generation
R11251,Tableau AI,Daily,35.3,5,Writing & docs
R11252,Replit AI,Daily,1.1,4,Brainstorming
R11252,Notion AI,Daily,34.1,2,Data analysis
R11252,Stable Diffusion,Rarely,26.5,3,Debugging
R11252,Gemini,Weekly,58.4,1,Research
R11252,Tableau AI,Weekly,19.0,4,Debugging
R11253,GitHub Copilot,Rarely,29.7,4,Research
R11254,Tableau AI,Monthly,14.3,3,Image generation
R11254,Devin,Weekly,16.7,2,Image generation
R11254,Google Vertex AI,Several times a week,37.0,5,Translation
R11254,Azure OpenAI,Daily,43.4,4,Code generation
R11254,Replit AI,Several times a week,17.0,5,Image generation
R11254,Notion AI,Several times a week,41.9,4,Code generation
R11255,Gemini,Weekly,65.1,5,Customer support automation
R11255,Midjourney,Monthly,37.4,1,Brainstorming
R11256,Cursor,Weekly,33.8,3,Workflow automation
R11257,Tableau AI,Several times a week,15.4,4,Image generation
R11257,Jasper AI,Weekly,47.0,5,Translation
R11257,GitHub Copilot,Several times a week,-13.1,4,Research
R11257,LLaMA / Open-source LLMs,Several times a week,33.3,4,Writing & docs
R11257,Cursor,Monthly,-9.3,3,Debugging
R11257,AWS Bedrock,Weekly,66.5,4,Code generation
R11258,Perplexity,Several times a week,27.1,5,Brainstorming
R11258,Hugging Face Models,Several times a week,58.5,4,Debugging
R11259,Jasper AI,Daily,7.0,4,Image generation
R11259,Custom In-house AI,Several times a week,-0.7,5,Customer support automation
R11259,Hugging Face Models,Several times a week,11.6,3,Debugging
R11260,Claude,Daily,37.8,3,Data analysis
R11260,Devin,Several times a week,25.5,4,Writing & docs
R11260,LLaMA / Open-source LLMs,Rarely,28.5,2,Workflow automation
R11260,Azure OpenAI,Several times a week,29.7,5,Debugging
R11261,Jasper AI,Daily,13.3,2,Code generation
R11261,Cursor,Daily,6.3,5,Brainstorming
R11262,Midjourney,Daily,45.9,5,Customer support automation
R11262,Notion AI,Rarely,-20.0,5,Code generation
R11262,Hugging Face Models,Several times a week,48.1,5,Image generation
R11262,ChatGPT,Several times a week,28.4,5,Workflow automation
R11263,AWS Bedrock,Daily,16.9,5,Code generation
R11263,Cursor,Several times a week,32.3,4,Code generation
R11264,GitHub Copilot,Monthly,16.5,4,Brainstorming
R11264,Custom In-house AI,Several times a week,-0.3,5,Image generation
R11264,Devin,Monthly,60.0,4,Brainstorming
R11265,ChatGPT,Rarely,60.7,4,Data analysis
R11265,Midjourney,Daily,43.2,5,Code generation
R11265,Replit AI,Several times a week,46.3,4,Translation
R11265,Claude,Monthly,12.2,4,Debugging
R11266,GitHub Copilot,Monthly,30.3,4,Workflow automation
R11266,Gemini,Rarely,-11.5,5,Workflow automation
R11266,Hugging Face Models,Rarely,9.0,3,Image generation
R11267,LLaMA / Open-source LLMs,Weekly,34.3,2,Brainstorming
R11267,Stable Diffusion,Daily,13.7,4,Code generation
R11267,Tableau AI,Several times a week,6.2,3,Image generation
R11267,Gemini,Weekly,38.3,3,Research
R11268,ChatGPT,Weekly,17.1,5,Code generation
R11268,GitHub Copilot,Weekly,42.0,2,Translation
R11268,Claude,Monthly,27.3,3,Writing & docs
R11269,Cursor,Several times a week,43.3,4,Data analysis
R11269,Hugging Face Models,Several times a week,4.9,2,Code generation
R11269,Midjourney,Monthly,4.7,5,Debugging
R11269,GitHub Copilot,Several times a week,6.5,4,Writing & docs
R11269,Replit AI,Several times a week,31.0,4,Data analysis
R11270,Claude,Several times a week,45.1,5,Code generation
R11270,AWS Bedrock,Rarely,29.2,1,Image generation
R11270,Notion AI,Monthly,16.6,2,Image generation
R11270,GitHub Copilot,Several times a week,24.5,5,Code generation
R11270,Replit AI,Daily,6.5,5,Data analysis
R11271,Tableau AI,Rarely,20.5,5,Research
R11271,Hugging Face Models,Daily,60.1,3,Code generation
R11271,Azure OpenAI,Daily,35.7,5,Code generation
R11271,GitHub Copilot,Monthly,12.6,3,Data analysis
R11271,Custom In-house AI,Daily,30.4,2,Data analysis
R11272,ChatGPT,Daily,19.3,5,Writing & docs
R11272,Tableau AI,Weekly,-10.0,3,Code generation
R11273,GitHub Copilot,Rarely,4.0,5,Debugging
R11273,Hugging Face Models,Weekly,60.2,4,Data analysis
R11273,v0 by Vercel,Daily,27.2,3,Debugging
R11274,Jasper AI,Daily,80.0,4,Translation
R11274,Custom In-house AI,Several times a week,12.9,4,Writing & docs
R11274,Devin,Daily,14.0,5,Writing & docs
R11274,Notion AI,Daily,-11.7,4,Translation
R11274,Google Vertex AI,Weekly,42.7,5,Customer support automation
R11275,Notion AI,Daily,18.3,5,Code generation
R11275,Cursor,Weekly,51.1,5,Brainstorming
R11276,Claude,Daily,41.0,2,Debugging
R11276,Replit AI,Monthly,35.9,3,Debugging
R11276,Notion AI,Several times a week,65.9,5,Translation
R11276,v0 by Vercel,Several times a week,15.4,4,Image generation
R11276,Midjourney,Several times a week,16.9,5,Writing & docs
R11276,Stable Diffusion,Several times a week,49.5,5,Workflow automation
R11277,Hugging Face Models,Daily,38.3,4,Research
R11277,Gemini,Rarely,56.2,4,Data analysis
R11278,v0 by Vercel,Daily,41.1,2,Image generation
R11278,AWS Bedrock,Weekly,34.7,4,Data analysis
R11278,Tableau AI,Weekly,9.4,4,Research
R11278,Gemini,Daily,22.1,5,Writing & docs
R11279,GitHub Copilot,Several times a week,58.5,5,Research
R11279,Custom In-house AI,Weekly,33.1,1,Debugging
R11279,Cursor,Rarely,24.8,5,Brainstorming
R11279,Notion AI,Weekly,15.5,4,Research
R11280,Gemini,Weekly,41.4,3,Workflow automation
R11280,Tableau AI,Several times a week,20.7,3,Code generation
R11280,GitHub Copilot,Several times a week,33.2,5,Image generation
R11280,Google Vertex AI,Daily,31.4,1,Data analysis
R11281,Azure OpenAI,Daily,-19.5,5,Translation
R11281,Tableau AI,Daily,18.9,4,Writing & docs
R11281,Replit AI,Weekly,28.5,5,Workflow automation
R11281,v0 by Vercel,Daily,50.1,1,Data analysis
R11282,Gemini,Daily,24.6,4,Translation
R11282,GitHub Copilot,Monthly,41.7,4,Brainstorming
R11282,ChatGPT,Daily,-6.9,4,Customer support automation
R11283,Stable Diffusion,Several times a week,31.7,4,Data analysis
R11283,Cursor,Weekly,39.7,5,Debugging
R11283,GitHub Copilot,Several times a week,15.1,5,Brainstorming
R11283,Notion AI,Several times a week,31.7,3,Research
R11284,ChatGPT,Several times a week,30.8,3,Workflow automation
R11284,LLaMA / Open-source LLMs,Weekly,28.8,2,Translation
R11284,Midjourney,Several times a week,17.8,4,Image generation
R11285,Notion AI,Monthly,44.2,5,Workflow automation
R11286,LLaMA / Open-source LLMs,Daily,38.1,3,Customer support automation
R11286,Tableau AI,Monthly,7.2,5,Translation
R11287,Midjourney,Daily,79.0,4,Translation
R11287,GitHub Copilot,Several times a week,18.4,3,Data analysis
R11287,Azure OpenAI,Several times a week,38.2,5,Data analysis
R11287,ChatGPT,Several times a week,14.3,4,Customer support automation
R11288,Custom In-house AI,Daily,-3.2,2,Research
R11288,Google Vertex AI,Monthly,26.1,3,Data analysis
R11288,Stable Diffusion,Daily,21.2,4,Image generation
R11288,GitHub Copilot,Several times a week,38.4,5,Research
R11289,Cursor,Several times a week,27.0,4,Workflow automation
R11289,ChatGPT,Daily,39.3,4,Customer support automation
R11289,Devin,Daily,2.1,3,Workflow automation
R11289,Replit AI,Several times a week,53.9,5,Research
R11290,GitHub Copilot,Rarely,12.1,2,Workflow automation
R11290,LLaMA / Open-source LLMs,Rarely,60.9,5,Code generation
R11290,Midjourney,Several times a week,66.0,4,Code generation
R11291,v0 by Vercel,Rarely,22.1,3,Workflow automation
R11291,Tableau AI,Daily,17.6,4,Workflow automation
R11291,ChatGPT,Daily,35.4,4,Image generation
R11291,Cursor,Several times a week,40.1,4,Data analysis
R11292,Cursor,Several times a week,36.3,5,Writing & docs
R11292,Devin,Weekly,49.6,5,Data analysis
R11293,Devin,Rarely,34.8,3,Writing & docs
R11293,Google Vertex AI,Daily,41.2,4,Writing & docs
R11294,ChatGPT,Weekly,32.4,4,Debugging
R11294,v0 by Vercel,Several times a week,53.1,5,Data analysis
R11294,Custom In-house AI,Rarely,44.5,3,Image generation
R11295,Perplexity,Several times a week,10.3,4,Brainstorming
R11295,ChatGPT,Rarely,12.2,4,Customer support automation
R11295,v0 by Vercel,Several times a week,20.1,4,Brainstorming
R11295,Jasper AI,Several times a week,19.9,3,Data analysis
R11296,Hugging Face Models,Monthly,15.8,5,Image generation
R11296,GitHub Copilot,Rarely,34.8,3,Debugging
R11296,Devin,Rarely,20.3,2,Image generation
R11297,Azure OpenAI,Daily,21.8,5,Writing & docs
R11297,Stable Diffusion,Weekly,41.0,4,Data analysis
R11298,Claude,Daily,41.2,5,Brainstorming
R11298,Devin,Weekly,66.5,4,Code generation
R11298,Jasper AI,Monthly,21.6,4,Research
R11298,AWS Bedrock,Monthly,28.3,5,Image generation
R11298,Hugging Face Models,Weekly,34.0,5,Brainstorming
R11299,Stable Diffusion,Weekly,-20.0,5,Data analysis
R11299,Gemini,Monthly,26.2,5,Data analysis
R11299,Tableau AI,Daily,41.0,5,Brainstorming
R11300,v0 by Vercel,Weekly,45.2,2,Debugging
R11300,LLaMA / Open-source LLMs,Rarely,42.1,4,Writing & docs
R11300,Azure OpenAI,Several times a week,35.6,5,Writing & docs
R11300,Devin,Daily,73.9,2,Code generation
R11301,Gemini,Daily,1.4,4,Customer support automation
R11301,AWS Bedrock,Weekly,38.4,5,Workflow automation
R11301,ChatGPT,Several times a week,40.1,4,Image generation
R11301,Cursor,Monthly,59.2,4,Writing & docs
R11302,AWS Bedrock,Weekly,49.5,5,Data analysis
R11302,Devin,Daily,1.9,5,Debugging
R11302,Perplexity,Several times a week,-1.6,4,Customer support automation
R11302,v0 by Vercel,Weekly,50.2,3,Debugging
R11302,Stable Diffusion,Monthly,25.2,5,Code generation
R11303,Cursor,Monthly,49.2,5,Research
R11303,Claude,Weekly,42.4,5,Image generation
R11303,Hugging Face Models,Several times a week,23.1,5,Translation
R11304,Notion AI,Daily,36.8,4,Writing & docs
R11305,ChatGPT,Rarely,44.4,2,Customer support automation
R11305,Replit AI,Weekly,45.3,4,Workflow automation
R11306,LLaMA / Open-source LLMs,Rarely,-5.0,3,Translation
R11306,Jasper AI,Monthly,32.1,4,Translation
R11306,Notion AI,Rarely,34.7,5,Research
R11307,LLaMA / Open-source LLMs,Several times a week,-17.1,1,Research
R11307,ChatGPT,Several times a week,37.9,5,Translation
R11308,Jasper AI,Daily,36.6,1,Translation
R11308,Claude,Monthly,61.2,5,Customer support automation
R11308,Midjourney,Monthly,21.6,4,Customer support automation
R11308,Google Vertex AI,Several times a week,-9.3,5,Data analysis
R11309,ChatGPT,Monthly,33.2,4,Code generation
R11309,Gemini,Monthly,-0.8,5,Workflow automation
R11309,Devin,Monthly,65.4,5,Debugging
R11309,Jasper AI,Daily,10.7,3,Writing & docs
R11310,Claude,Several times a week,26.2,3,Image generation
R11310,Perplexity,Monthly,49.2,4,Customer support automation
R11311,v0 by Vercel,Daily,0.7,3,Debugging
R11311,GitHub Copilot,Daily,68.7,4,Image generation
R11312,AWS Bedrock,Several times a week,26.6,3,Code generation
R11312,Replit AI,Several times a week,25.4,5,Research
R11312,Cursor,Daily,46.8,5,Writing & docs
R11312,Tableau AI,Several times a week,28.6,4,Workflow automation
R11312,Gemini,Several times a week,22.7,4,Customer support automation
