respondent_id,survey_year,age,gender,country,education_level,job_role,industry,company_size,years_of_experience,remote_work_status
R10581,2025,23,Male,Australia,Self-taught / Bootcamp,Data Scientist,Manufacturing,5000+,3,Hybrid
R10582,2024,32,Female,India,Bachelor's,Data Analyst,Technology,201-1000,35,On-site
R10583,2026,40,Prefer not to say,Indonesia,Bachelor's,UX Designer,Energy,1001-5000,5,Hybrid
R10584,2025,29,Female,France,Bachelor's,Software Engineer,Consulting,201-1000,1,Fully Remote
R10585,2024,25,Male,Brazil,Bachelor's,Data Analyst,Consulting,5000+,4,Fully Remote
R10586,2025,46,Male,Germany,Master's,Software Engineer,Finance & Banking,5000+,3,Hybrid
R10587,2025,22,Prefer not to say,India,Master's,Software Engineer,Technology,1001-5000,13,Fully Remote
R10588,2024,33,Male,Canada,PhD,Business Analyst,Technology,201-1000,9,Fully Remote
R10589,2025,26,Male,United Kingdom,Bachelor's,AI Researcher,Manufacturing,51-200,9,Fully Remote
R10590,2025,24,Male,UAE,Bachelor's,Data Analyst,Retail,5000+,5,On-site
R10591,2024,37,Prefer not to say,United States,Master's,AI Ethics / Policy,Technology,1001-5000,6,On-site
R10592,2026,30,Male,Canada,Bachelor's,Software Engineer,Telecom,1-10,5,On-site
R10593,2024,35,Non-binary,Kenya,Master's,Data Engineer,Manufacturing,1001-5000,6,On-site
R10594,2024,18,Male,United States,Bachelor's,AI Researcher,Manufacturing,51-200,13,Hybrid
R10595,2025,36,Female,India,Bachelor's,Data Analyst,Media & Entertainment,11-50,9,Hybrid
R10596,2025,26,Male,United States,PhD,Data Scientist,Technology,5000+,10,On-site
R10597,2026,18,Male,Brazil,Master's,Data Engineer,Education,5000+,10,On-site
R10598,2024,47,Female,India,Bachelor's,Software Engineer,E-commerce,1001-5000,13,Hybrid
R10599,2025,36,Male,Israel,Master's,Business Analyst,Telecom,201-1000,9,Fully Remote
R10600,2024,33,Female,France,Bachelor's,UX Designer,Healthcare,201-1000,9,Fully Remote
R10601,2026,41,Prefer not to say,Brazil,Bachelor's,AI Researcher,E-commerce,51-200,16,Hybrid
R10602,2025,33,Male,Sweden,Master's,DevOps / MLOps Engineer,Education,51-200,4,Fully Remote
R10603,2025,25,Male,India,Master's,Software Engineer,Education,201-1000,4,Hybrid
R10604,2024,30,Female,Brazil,Bachelor's,Business Analyst,Healthcare,51-200,3,On-site
R10605,2026,26,Female,Canada,Bachelor's,DevOps / MLOps Engineer,Technology,51-200,8,Fully Remote
R10606,2025,27,Female,United States,Master's,Data Analyst,Finance & Banking,5000+,2,Fully Remote
R10607,2026,21,Male,Indonesia,Bachelor's,DevOps / MLOps Engineer,Healthcare,1001-5000,10,On-site
R10608,2024,24,Female,Japan,Self-taught / Bootcamp,Software Engineer,Education,1001-5000,6,Hybrid
R10609,2025,39,Male,Mexico,Bachelor's,DevOps / MLOps Engineer,Healthcare,201-1000,16,Fully Remote
R10610,2026,34,Male,Italy,Bachelor's,Business Analyst,Consulting,5000+,4,Fully Remote
R10611,2025,27,Male,Germany,Self-taught / Bootcamp,Data Analyst,Education,11-50,6,On-site
R10612,2024,23,Female,South Korea,Master's,ML Engineer,Finance & Banking,11-50,16,Hybrid
R10613,2026,28,Male,Brazil,Bachelor's,Full-Stack Developer,E-commerce,5000+,19,Hybrid
R10614,2024,18,Male,Italy,Master's,Full-Stack Developer,Finance & Banking,5000+,4,Fully Remote
R10615,2024,33,Male,India,Bachelor's,Data Scientist,Technology,1001-5000,8,Hybrid
R10616,2025,39,Male,United States,PhD,AI Researcher,Finance & Banking,201-1000,9,On-site
R10617,2025,50,Female,India,Bachelor's,Data Scientist,Healthcare,5000+,9,Fully Remote
R10618,2026,23,Male,United States,Self-taught / Bootcamp,Software Engineer,Finance & Banking,1001-5000,6,Hybrid
R10619,2025,39,Male,Germany,Master's,Data Analyst,Media & Entertainment,1001-5000,18,Hybrid
R10620,2025,26,Female,United States,PhD,ML Engineer,Telecom,1001-5000,1,Hybrid
R10621,2025,22,Female,India,Master's,Data Analyst,Finance & Banking,5000+,5,Fully Remote
R10622,2025,22,Female,United States,Bachelor's,Business Analyst,Technology,51-200,10,Hybrid
R10623,2026,33,Non-binary,Germany,Self-taught / Bootcamp,Data Analyst,Energy,51-200,10,Hybrid
R10624,2026,24,Male,India,Bachelor's,ML Engineer,Education,201-1000,19,Hybrid
R10625,2025,27,Male,Germany,Bachelor's,Data Analyst,Technology,51-200,17,Fully Remote
R10626,2024,28,Female,United States,Master's,Product Manager,E-commerce,1-10,6,Fully Remote
R10627,2026,26,Male,Canada,Self-taught / Bootcamp,AI Ethics / Policy,Technology,5000+,18,On-site
R10628,2024,25,Female,United States,Bachelor's,AI Researcher,Manufacturing,5000+,4,Fully Remote
R10629,2024,18,Female,United States,Self-taught / Bootcamp,UX Designer,E-commerce,1-10,14,On-site
R10630,2024,32,Female,India,Master's,Student / Intern,Retail,5000+,26,Hybrid
R10631,2024,32,Female,Mexico,PhD,Product Manager,Healthcare,201-1000,17,On-site
R10632,2026,25,Male,South Korea,Master's,ML Engineer,Retail,201-1000,7,Hybrid
R10633,2025,34,Female,Israel,Bachelor's,UX Designer,Telecom,11-50,5,Fully Remote
R10634,2026,43,Female,Germany,Self-taught / Bootcamp,Data Engineer,Government,11-50,2,Fully Remote
R10635,2024,32,Female,India,Bachelor's,Data Engineer,Healthcare,51-200,9,Fully Remote
R10636,2025,42,Male,Spain,Master's,Consultant,Healthcare,201-1000,3,Fully Remote
R10637,2026,49,Male,United Kingdom,PhD,Software Engineer,Healthcare,201-1000,4,On-site
R10638,2026,52,Male,United States,PhD,Software Engineer,Technology,51-200,3,On-site
R10639,2025,22,Female,Nigeria,Master's,Business Analyst,Education,5000+,5,Hybrid
R10640,2024,22,Male,United States,Bachelor's,Product Manager,Consulting,51-200,7,Fully Remote
R10641,2026,28,Female,Netherlands,Master's,Data Engineer,Government,11-50,8,Hybrid
R10642,2024,33,Male,United States,Master's,ML Engineer,Education,201-1000,4,Hybrid
R10643,2025,44,Female,United States,Self-taught / Bootcamp,DevOps / MLOps Engineer,Finance & Banking,1001-5000,15,Fully Remote
R10644,2025,37,Male,Germany,Bachelor's,AI Ethics / Policy,Media & Entertainment,51-200,6,Fully Remote
R10645,2025,22,Non-binary,United States,Master's,ML Engineer,E-commerce,51-200,4,On-site
R10646,2025,27,Female,Mexico,Master's,Software Engineer,Telecom,11-50,8,Fully Remote
R10647,2025,31,Male,Singapore,Master's,Data Analyst,Finance & Banking,11-50,29,Fully Remote
R10648,2024,20,Female,India,Bachelor's,Data Scientist,Technology,51-200,9,On-site
R10649,2025,32,Female,France,Bachelor's,ML Engineer,Technology,1001-5000,5,Fully Remote
R10650,2025,22,Female,Japan,PhD,Software Engineer,Government,201-1000,2,On-site
R10651,2024,18,Female,Singapore,Master's,Data Scientist,Education,5000+,6,On-site
R10652,2024,24,Prefer not to say,United Kingdom,Master's,Software Engineer,Technology,1001-5000,8,Hybrid
R10653,2024,35,Male,Poland,Self-taught / Bootcamp,ML Engineer,Telecom,1001-5000,5,Hybrid
R10654,2025,35,Male,South Africa,Bachelor's,Data Engineer,E-commerce,11-50,2,On-site
R10655,2026,32,Male,India,Bachelor's,Product Manager,E-commerce,5000+,4,On-site
R10656,2024,39,Female,Sweden,Bachelor's,UX Designer,Manufacturing,1-10,20,Hybrid
R10657,2025,39,Male,Japan,Master's,ML Engineer,Manufacturing,5000+,20,Hybrid
R10658,2025,33,Male,Mexico,Master's,Data Scientist,Finance & Banking,5000+,3,On-site
R10659,2024,32,Female,Germany,Master's,Software Engineer,Manufacturing,51-200,11,Fully Remote
R10660,2026,33,Female,Australia,Master's,Data Scientist,Telecom,5000+,3,Hybrid
R10661,2025,30,Male,India,Master's,UX Designer,Healthcare,201-1000,19,On-site
R10662,2026,18,Female,Singapore,PhD,ML Engineer,Finance & Banking,5000+,8,On-site
R10663,2024,41,Male,Brazil,Master's,ML Engineer,Technology,5000+,14,On-site
R10664,2024,35,Male,Germany,Self-taught / Bootcamp,Full-Stack Developer,Education,201-1000,2,Hybrid
R10665,2024,22,Male,Japan,Bachelor's,Business Analyst,Government,1001-5000,11,Fully Remote
R10666,2024,43,Female,Brazil,Bachelor's,Data Scientist,Agriculture,1001-5000,7,Hybrid
R10667,2026,27,Female,Singapore,Master's,AI Researcher,Education,201-1000,13,On-site
R10668,2024,31,Male,UAE,Master's,Data Analyst,Healthcare,11-50,14,Hybrid
R10669,2025,40,Male,South Korea,Master's,Software Engineer,Automotive,51-200,7,Hybrid
R10670,2024,33,Female,India,Master's,Data Scientist,Technology,11-50,4,Fully Remote
R10671,2026,42,Female,Italy,Bachelor's,Full-Stack Developer,Media & Entertainment,201-1000,12,Fully Remote
R10672,2026,29,Prefer not to say,Australia,Bachelor's,ML Engineer,Finance & Banking,11-50,7,Hybrid
R10673,2025,45,Female,India,Master's,Data Analyst,Telecom,11-50,4,Fully Remote
R10674,2024,25,Male,United States,Self-taught / Bootcamp,UX Designer,Government,11-50,3,Hybrid
R10675,2025,42,Female,China,Master's,Software Engineer,Finance & Banking,201-1000,2,Hybrid
R10676,2024,18,Male,France,Master's,Data Scientist,Government,11-50,5,Fully Remote
R10677,2024,23,Prefer not to say,India,Bachelor's,UX Designer,Energy,1001-5000,15,Hybrid
R10678,2025,34,Male,Canada,Master's,AI Researcher,Finance & Banking,5000+,8,On-site
R10679,2026,28,Male,United Kingdom,Master's,AI Researcher,Education,51-200,5,On-site
R10680,2026,31,Male,Israel,Bachelor's,Product Manager,Healthcare,5000+,12,Hybrid
R10681,2025,32,Male,Canada,Bachelor's,ML Engineer,Retail,201-1000,4,Hybrid
R10682,2025,22,Male,Germany,Master's,Business Analyst,Agriculture,201-1000,7,Fully Remote
R10683,2026,23,Male,South Korea,Bachelor's,ML Engineer,Technology,5000+,6,Fully Remote
R10684,2025,33,Male,United Kingdom,Bachelor's,Software Engineer,E-commerce,1001-5000,12,Hybrid
R10685,2025,26,Male,India,PhD,DevOps / MLOps Engineer,E-commerce,5000+,2,Hybrid
R10686,2026,42,Female,Singapore,Master's,Full-Stack Developer,Telecom,5000+,4,Fully Remote
R10687,2024,30,Male,Sweden,Bachelor's,Full-Stack Developer,Government,1001-5000,2,Hybrid
R10688,2024,37,Prefer not to say,United States,Master's,Data Scientist,Finance & Banking,5000+,6,Hybrid
R10689,2025,35,Male,UAE,PhD,Full-Stack Developer,E-commerce,1-10,17,Hybrid
R10690,2024,27,Male,Germany,PhD,DevOps / MLOps Engineer,Healthcare,11-50,5,Fully Remote
R10691,2025,18,Female,India,Master's,Product Manager,Finance & Banking,51-200,5,Fully Remote
R10692,2025,41,Male,United States,Bachelor's,Consultant,Media & Entertainment,1001-5000,13,On-site
R10693,2025,24,Male,India,Bachelor's,Software Engineer,Education,1-10,15,On-site
R10694,2026,28,Non-binary,India,Bachelor's,Business Analyst,Technology,1001-5000,6,Hybrid
R10695,2024,30,Male,United States,Master's,Product Manager,Education,1001-5000,11,Fully Remote
R10696,2025,31,Male,India,Bachelor's,Software Engineer,E-commerce,5000+,3,Fully Remote
R10697,2024,39,Female,Netherlands,Master's,Full-Stack Developer,Finance & Banking,1-10,19,Fully Remote
R10698,2025,32,Male,Japan,PhD,Data Analyst,Technology,1001-5000,33,Hybrid
R10699,2025,30,Male,Singapore,Self-taught / Bootcamp,Product Manager,Retail,11-50,10,Fully Remote
R10700,2025,40,Male,United States,PhD,Product Manager,Telecom,1-10,1,Hybrid
R10701,2024,36,Male,United States,Bachelor's,AI Researcher,Finance & Banking,5000+,4,Fully Remote
R10702,2025,26,Male,Germany,Self-taught / Bootcamp,Data Analyst,Education,51-200,11,Hybrid
R10703,2025,22,Non-binary,United Kingdom,Master's,ML Engineer,Telecom,11-50,5,Fully Remote
R10704,2024,25,Male,South Korea,Master's,ML Engineer,E-commerce,5000+,18,Fully Remote
R10705,2025,31,Male,Canada,Bachelor's,Data Scientist,Technology,51-200,11,Hybrid
R10706,2025,22,Male,Indonesia,Self-taught / Bootcamp,Business Analyst,E-commerce,5000+,4,Fully Remote
R10707,2026,32,Male,United States,High School,Full-Stack Developer,Finance & Banking,1001-5000,7,On-site
R10708,2026,30,Male,United Kingdom,Bachelor's,DevOps / MLOps Engineer,Healthcare,11-50,3,Fully Remote
R10709,2025,18,Male,United Kingdom,Bachelor's,Engineering Manager,Telecom,201-1000,6,Fully Remote
R10710,2026,20,Female,United States,Master's,Software Engineer,Healthcare,1001-5000,5,Hybrid
R10711,2025,18,Non-binary,Brazil,Master's,Data Engineer,Consulting,1001-5000,16,Hybrid
R10712,2026,29,Male,United States,Self-taught / Bootcamp,ML Engineer,Finance & Banking,201-1000,32,On-site
R10713,2024,40,Male,Japan,Master's,Data Scientist,Education,51-200,2,Fully Remote
R10714,2025,18,Female,United States,Master's,Data Scientist,Healthcare,5000+,1,Hybrid
R10715,2025,21,Prefer not to say,Mexico,Master's,Product Manager,Agriculture,201-1000,6,Hybrid
R10716,2025,30,Male,United States,Bachelor's,Full-Stack Developer,Technology,1001-5000,2,Hybrid
R10717,2024,23,Male,Germany,Master's,Data Engineer,Healthcare,5000+,7,Hybrid
R10718,2024,23,Male,United States,High School,Data Analyst,Consulting,11-50,12,Hybrid
R10719,2024,36,Male,United States,Master's,Data Scientist,Healthcare,201-1000,21,On-site
R10720,2024,28,Male,Netherlands,PhD,Data Scientist,Technology,201-1000,8,Fully Remote
R10721,2024,20,Prefer not to say,Singapore,Bachelor's,Engineering Manager,Telecom,201-1000,6,Hybrid
R10722,2025,18,Male,Netherlands,Bachelor's,Data Scientist,Education,11-50,1,Hybrid
R10723,2026,49,Male,United Kingdom,Bachelor's,Full-Stack Developer,Education,1-10,7,On-site
R10724,2025,41,Female,China,Master's,Data Scientist,Healthcare,1001-5000,7,Fully Remote
R10725,2026,28,Male,United Kingdom,Master's,ML Engineer,Technology,1001-5000,11,Fully Remote
R10726,2026,32,Male,India,PhD,ML Engineer,Education,1001-5000,4,On-site
R10727,2025,28,Prefer not to say,Philippines,Self-taught / Bootcamp,Software Engineer,E-commerce,51-200,5,Fully Remote
R10728,2024,36,Male,Italy,Self-taught / Bootcamp,Data Analyst,Healthcare,51-200,2,Fully Remote
R10729,2024,25,Non-binary,Brazil,Bachelor's,Data Scientist,Technology,201-1000,1,Hybrid
R10730,2026,27,Male,India,Master's,Student / Intern,Manufacturing,1-10,3,On-site
R10731,2024,35,Male,India,PhD,Data Scientist,Manufacturing,51-200,2,Fully Remote
R10732,2025,43,Prefer not to say,Canada,Master's,Full-Stack Developer,Education,5000+,9,On-site
R10733,2025,37,Male,Singapore,Self-taught / Bootcamp,AI Researcher,Technology,11-50,5,Hybrid
R10734,2026,41,Female,United States,Master's,Data Scientist,Finance & Banking,11-50,5,On-site
R10735,2025,29,Male,Japan,Master's,Data Scientist,E-commerce,1001-5000,3,Fully Remote
R10736,2026,27,Male,United States,High School,Product Manager,Media & Entertainment,5000+,0,Fully Remote
R10737,2024,18,Female,Kenya,High School,Software Engineer,Finance & Banking,5000+,21,Fully Remote
R10738,2024,32,Female,Canada,Master's,Data Analyst,Consulting,5000+,3,On-site
R10739,2025,35,Non-binary,China,Master's,AI Researcher,Finance & Banking,1001-5000,5,Fully Remote
R10740,2026,29,Male,Singapore,Master's,Product Manager,Manufacturing,5000+,2,Fully Remote
R10741,2025,25,Female,Canada,Bachelor's,Product Manager,Automotive,201-1000,14,Hybrid
R10742,2026,41,Male,United States,Self-taught / Bootcamp,Data Scientist,Media & Entertainment,51-200,8,On-site
R10743,2026,37,Female,Canada,Self-taught / Bootcamp,Full-Stack Developer,Technology,1001-5000,4,Hybrid
R10744,2026,42,Male,United States,Master's,Software Engineer,Healthcare,201-1000,5,On-site
R10745,2025,24,Male,Poland,Bachelor's,Data Scientist,Education,51-200,23,Hybrid
R10746,2025,26,Male,India,Bachelor's,Data Scientist,Manufacturing,201-1000,7,Fully Remote
R10747,2024,41,Male,UAE,Master's,ML Engineer,Finance & Banking,1001-5000,6,Hybrid
R10748,2026,31,Female,India,Self-taught / Bootcamp,DevOps / MLOps Engineer,Healthcare,5000+,3,Fully Remote
R10749,2026,27,Male,India,Master's,Data Analyst,Healthcare,5000+,1,Fully Remote
R10750,2025,28,Female,India,PhD,Data Scientist,Media & Entertainment,1001-5000,6,On-site
R10751,2024,31,Male,Japan,Master's,Data Scientist,Retail,1-10,9,Fully Remote
R10752,2024,40,Male,Canada,Master's,Data Scientist,Government,201-1000,15,Fully Remote
R10753,2026,30,Male,United States,Master's,Data Analyst,Finance & Banking,11-50,1,On-site
R10754,2024,38,Female,United States,Master's,Full-Stack Developer,E-commerce,201-1000,3,Fully Remote
R10755,2026,35,Prefer not to say,United Kingdom,PhD,Product Manager,E-commerce,201-1000,4,Hybrid
R10756,2025,24,Male,United Kingdom,Master's,Full-Stack Developer,Technology,1001-5000,7,Hybrid
R10757,2025,24,Male,UAE,Self-taught / Bootcamp,Software Engineer,Automotive,1001-5000,6,Fully Remote
R10758,2026,28,Male,Brazil,Self-taught / Bootcamp,ML Engineer,E-commerce,11-50,6,Fully Remote
R10759,2024,21,Female,India,Master's,Full-Stack Developer,Automotive,11-50,9,Hybrid
R10760,2025,27,Female,United States,PhD,Business Analyst,Manufacturing,11-50,3,Hybrid
R10761,2026,44,Male,United States,Master's,Product Manager,Media & Entertainment,1001-5000,14,Hybrid
R10762,2025,31,Male,Japan,PhD,UX Designer,Healthcare,51-200,10,On-site
R10763,2026,25,Female,Kenya,Self-taught / Bootcamp,DevOps / MLOps Engineer,Telecom,201-1000,5,Hybrid
R10764,2026,47,Male,South Korea,PhD,AI Researcher,Technology,201-1000,22,Hybrid
R10765,2024,24,Female,South Korea,Bachelor's,AI Researcher,Automotive,1001-5000,21,Fully Remote
R10766,2024,24,Male,India,PhD,Product Manager,Education,1-10,14,Hybrid
R10767,2025,41,Female,China,Master's,AI Researcher,Finance & Banking,51-200,0,Fully Remote
R10768,2025,37,Male,United States,Master's,Software Engineer,Media & Entertainment,11-50,22,Fully Remote
R10769,2025,30,Male,Nigeria,Self-taught / Bootcamp,Consultant,Government,1-10,12,Fully Remote
R10770,2026,38,Female,United States,Master's,Consultant,Government,11-50,30,Fully Remote
R10771,2024,34,Male,India,Master's,ML Engineer,Finance & Banking,201-1000,17,Hybrid
R10772,2025,22,Male,Canada,Bachelor's,AI Researcher,Technology,1001-5000,22,Hybrid
R10773,2024,18,Male,United States,Bachelor's,Full-Stack Developer,Energy,201-1000,13,Fully Remote
R10774,2024,27,Prefer not to say,United Kingdom,Bachelor's,Data Scientist,Consulting,51-200,18,Hybrid
R10775,2025,40,Non-binary,United Kingdom,Master's,Data Scientist,Healthcare,1001-5000,29,Fully Remote
R10776,2026,28,Male,Australia,Self-taught / Bootcamp,AI Researcher,Technology,51-200,8,Fully Remote
R10777,2024,35,Male,Netherlands,PhD,Data Scientist,E-commerce,51-200,2,Fully Remote
R10778,2025,33,Male,United States,Bachelor's,Data Engineer,Finance & Banking,5000+,5,Fully Remote
R10779,2025,18,Female,United States,Master's,UX Designer,Technology,5000+,9,Hybrid
R10780,2024,28,Non-binary,Singapore,PhD,Full-Stack Developer,E-commerce,5000+,7,Hybrid
R10781,2025,34,Male,Canada,Master's,Data Engineer,Consulting,11-50,3,Fully Remote
R10782,2026,25,Female,Canada,Self-taught / Bootcamp,Business Analyst,Education,1001-5000,2,Hybrid
R10783,2025,29,Female,Italy,Self-taught / Bootcamp,ML Engineer,E-commerce,51-200,4,Hybrid
R10784,2024,35,Male,Germany,Master's,Data Scientist,Legal,5000+,13,On-site
R10785,2025,32,Male,India,Self-taught / Bootcamp,Data Engineer,Government,201-1000,22,Fully Remote
R10786,2025,40,Female,Japan,Master's,Business Analyst,Technology,1001-5000,14,Hybrid
R10787,2024,35,Male,Nigeria,Master's,Data Analyst,Healthcare,51-200,15,Fully Remote
R10788,2024,24,Male,Canada,PhD,Full-Stack Developer,E-commerce,1-10,6,On-site
R10789,2024,28,Male,Japan,PhD,Data Scientist,Education,1001-5000,2,Hybrid
R10790,2024,32,Non-binary,Canada,Master's,Software Engineer,Manufacturing,1001-5000,5,Fully Remote
R10791,2024,42,Male,United Kingdom,PhD,Software Engineer,Finance & Banking,5000+,6,Hybrid
R10792,2025,28,Male,United States,Self-taught / Bootcamp,Data Scientist,Healthcare,11-50,5,Fully Remote
R10793,2025,18,Female,United States,Self-taught / Bootcamp,Full-Stack Developer,Technology,5000+,7,On-site
R10794,2026,35,Prefer not to say,Germany,Bachelor's,Full-Stack Developer,Technology,5000+,10,On-site
R10795,2025,25,Male,United Kingdom,Self-taught / Bootcamp,Product Manager,Government,1001-5000,13,Hybrid
